CountyName,Year,beef,milk,steers,bulls,dairy_150,dairy_440,fin_cattle,hogs_fin,hogs_sow,hogs_boars
LEE,1978,14500,2800,15460,725,1094,1094,10820,95000,1027,20543
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,1979,13500,2500,14819,675,1055,1055,10273,104333,949,18975
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,1980,13500,2500,12715,675,1298,1298,9072,111667,944,18876
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,1981,14700,2500,12532,735,1245,1245,9377,111989,928,18570
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,1982,14000,2300,10337,700,1500,1500,8312,106667,805,16092
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,1983,12200,2200,11069,610,1484,1484,8090,116667,820,16398
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,1984,12300,2000,9148,615,835,835,6516,112667,779,15588
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,1985,11200,2000,8050,560,923,923,6350,114333,743,14867
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,1986,10500,2100,8233,525,970,970,6411,96000,714,14281
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,1987,10000,1800,9056,500,888,888,7269,92333,752,15047
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,1988,10289,1676,9102,514,878,878,7867,92000,721,14416
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,1989,10500,1900,8416,525,1046,1046,7472,91667,757,15137
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,1990,10200,1700,8965,510,1045,1045,7417,93692,721,14416
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,1991,10275,1557,9422,514,837,837,7331,98104,811,16218
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,1992,10370,1571,8050,518,872,872,6635,99047,766,15317
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,1993,10372,1587,8141,519,798,798,6428,100522,766,15317
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,1994,10325,1636,8416,516,727,727,6281,100432,676,13515
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,1995,10616,1594,8324,531,684,684,6012,99063,613,12253
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,1996,10421,1618,8233,521,595,595,5744,97470,563,11263
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,1997,10476,1527,9148,524,373,373,5810,104160,620,12401
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,1998,10125,1468,9148,506,359,359,5516,102810,516,10317
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,1999,10335,1364,9331,517,285,285,5910,99724,415,8290
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,2000,10447,1261,10062,522,196,196,6154,95821,337,6749
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,2001,10100,1200,9605,505,196,196,5835,93234,272,5440
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,2002,8989,900,4653,449,333,333,3796,90057,196,3922
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,2003,9500,800,3581,475,316,316,3527,83011,186,3717
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,2004,10000,1000,3050,500,407,407,3017,75920,190,3794
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,2005,10000,1100,2830,500,697,697,2610,68832,192,3840
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,2006,9000,1300,2689,450,919,919,2230,62323,194,3886
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,2007,7626,1092,3493,381,322,322,2585,57059,186,3710
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,2008,8100,1000,2599,405,313,313,2230,58896,181,3619
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,2009,7800,1000,2377,390,337,337,2100,60671,175,3503
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,2010,7500,1000,2350,375,363,363,2034,63553,160,3208
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,2011,7300,1000,2239,365,391,391,1940,67236,143,2862
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,2012,7840,1182,2339,392,612,612,1917,70510,107,2140
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,2013,8200,1200,2231,410,572,572,1980,74066,121,2428
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,2014,7700,1200,2456,385,590,590,2154,79342,126,2528
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,2015,8000,1200,2722,400,566,566,2342,82929,129,2577
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,2016,8500,1100,3026,425,484,484,2542,88269,129,2577
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,2017,8550,585,4404,428,188,188,3100,92862,125,2503
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,2018,8700,600,3489,435,219,219,2795,94098,128,2552
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LEE,2019,8500,600,3543,425,225,225,2813,95536,131,2628
 659439.9560209321 4506780.735268416, 659440.9567539569 4506673.7354327105, 659333.8327283666 4506432.735664467, 659288.6457790439 4506315.735896934, 659230.4589724841 4506143.7360887965, 659186.0223575876 4505986.736346814, 659115.9613543157 4505704.736735684, 659105.9618443334 4505630.736808865, 659083.2122342124 4505544.737010615, 659073.0254805526 4505424.737178283, 659049.6512238287 4505311.737399437, 659026.4638734632 4505250.737540977
LINN,1968,16600,8900,5131,830,7685,7685,3343,121986,325,6498
LINN,1969,16400,8300,5902,820,7322,7322,3600,112486,302,6048
LINN,1970,16600,7900,5902,830,6573,6573,3600,121819,299,5986
LINN,1971,18800,8000,5313,940,5216,5216,3403,119486,253,5061
LINN,1972,19000,8000,5633,950,5691,5691,3510,117153,260,5202
LINN,1973,18400,8000,5126,920,5417,5417,7142,113486,258,5150
LINN,1974,16900,6800,4574,845,4688,4688,7325,107819,223,4459
LINN,1975,17800,6200,3200,890,4419,4419,6700,106386,234,4682
LINN,1976,18000,7450,4080,900,5748,5748,6860,120333,258,5166
LINN,1977,17392,6984,4054,870,5569,5569,6718,120633,277,5537
LINN,1978,16100,6300,4507,805,5469,5469,7169,110000,292,5842
LINN,1979,13500,5500,4320,675,4632,4632,6773,115000,270,5396
LINN,1980,14700,5300,3707,735,4049,4049,6236,113333,268,5369
LINN,1981,16300,5300,3654,815,3905,3905,6518,114436,264,5281
LINN,1982,15600,5500,3014,780,3976,3976,5805,110000,229,4576
LINN,1983,13200,5400,3227,660,4212,4212,5976,105000,233,4664
LINN,1984,12600,5500,2667,630,4346,4346,5022,101333,222,4433
LINN,1985,11200,5500,2347,560,4675,4675,5449,94667,211,4228
LINN,1986,10800,5800,2400,540,4972,4972,5800,99333,203,4061
LINN,1987,12300,4400,2640,615,3695,3695,7047,106667,214,4279
LINN,1988,12300,4100,2654,615,3479,3479,6551,117333,205,4100
LINN,1989,12600,4200,2454,630,3140,3140,5985,108000,215,4305
LINN,1990,11200,4500,2614,560,3314,3314,6132,103771,205,4100
LINN,1991,11172,3861,2747,559,2911,2911,6270,101910,231,4612
LINN,1992,11165,3625,2347,558,2852,2852,6231,96418,218,4356
LINN,1993,11057,3380,2374,553,2703,2703,6334,91476,218,4356
LINN,1994,10899,3185,2454,545,2584,2584,6455,85203,192,3844
LINN,1995,11096,2803,2427,555,2423,2423,6540,78073,174,3485
LINN,1996,10784,2529,2400,539,2201,2201,6625,71076,160,3203
LINN,1997,10734,2080,2667,537,1751,1751,6808,70213,406,8129
LINN,1998,10337,2093,2667,517,1848,1848,6222,71207,350,7004
LINN,1999,10515,2039,2720,526,1779,1779,6940,70978,295,5893
LINN,2000,10590,1986,2934,530,1723,1723,7011,70133,256,5114
LINN,2001,10200,2000,2800,510,1802,1802,6467,70257,227,4532
LINN,2002,9800,1664,13193,490,570,570,10026,69929,191,3819
LINN,2003,10500,2000,10591,525,791,791,9197,83916,238,4760
LINN,2004,12000,2000,9435,600,1712,1712,8145,97593,303,6050
LINN,2005,12000,1700,9182,600,1831,1831,6727,110927,368,7351
LINN,2006,11000,1900,9184,550,2163,2163,6728,124991,436,8715
LINN,2007,13353,1948,12604,668,350,350,8425,142146,478,9566
LINN,2008,14300,1900,9550,715,442,442,7373,145376,462,9238
LINN,2009,13700,1900,8913,685,536,536,7126,141131,579,11588
LINN,2010,13200,1900,9016,660,549,549,7126,139607,683,13652
LINN,2011,12700,1800,8821,635,592,592,7026,139223,785,15703
LINN,2012,9694,1474,9507,485,585,585,7221,137897,764,15278
LINN,2013,10100,1500,7877,505,648,648,6754,127088,866,17330
LINN,2014,9600,1400,7699,480,625,625,6771,118140,902,18044
LINN,2015,10400,1500,7704,520,622,622,6848,107568,920,18402
LINN,2016,11600,1400,7834,580,489,489,6968,98498,920,18402
LINN,2017,12750,1234,10540,638,248,248,7946,88766,893,17866
LINN,2018,12900,1200,8350,645,336,336,7216,89610,911,18223
LINN,2019,12600,1200,8478,630,352,352,7259,90593,938,18759
LOUISA,1968,10700,700,12280,535,346,346,8526,103924,2320,46393
LOUISA,1969,10400,700,14125,520,260,260,9141,100091,2159,43173
LOUISA,1970,10700,600,14125,535,213,213,9141,101424,2137,42734
LOUISA,1971,10700,600,12714,535,145,145,8671,96757,1807,36130
LOUISA,1972,9000,600,13480,450,296,296,8926,96424,1857,37136
LOUISA,1973,9800,400,12268,490,115,115,7356,97757,1839,36770
LOUISA,1974,9200,200,10946,460,77,77,6582,94757,1592,31831
LOUISA,1975,9500,200,7659,475,86,86,5486,95691,1671,33423
LOUISA,1976,9550,150,9766,478,70,70,6172,71100,1844,36880
LOUISA,1977,9206,178,9702,460,72,72,6134,73933,1977,39533
LOUISA,1978,8500,200,10787,425,62,62,6762,64000,2085,41710
LOUISA,1979,7000,100,10340,350,30,30,6113,70000,1926,38527
LOUISA,1980,6500,100,8872,325,51,51,5457,73000,1916,38326
LOUISA,1981,7400,100,8744,370,41,41,5481,71633,1885,37704
LOUISA,1982,7100,100,7212,355,49,49,4837,66667,1634,32672
LOUISA,1983,6200,100,7723,310,47,47,5108,66667,1665,33294
LOUISA,1984,6000,100,6383,300,26,26,4028,65000,1582,31649
LOUISA,1985,5900,100,5617,295,26,26,3872,66000,1509,30185
LOUISA,1986,6000,100,5744,300,15,15,3415,57667,1450,28995
LOUISA,1987,6000,200,6319,300,3,3,3606,57667,1528,30550
LOUISA,1988,5822,181,6351,291,14,14,3617,63333,1464,29270
LOUISA,1989,5600,200,5872,280,35,35,3457,66333,1537,30733
LOUISA,1990,5900,200,6255,295,22,22,3544,74315,1464,29270
LOUISA,1991,5742,185,6574,287,11,11,3610,83966,1646,32929
LOUISA,1992,5592,188,5617,280,27,27,3250,91249,1555,31099
LOUISA,1993,5393,192,5681,270,25,25,3230,98897,1555,31099
LOUISA,1994,5170,200,5872,258,21,21,3253,105383,1372,27441
LOUISA,1995,5114,197,5808,256,25,25,3191,110848,1244,24880
LOUISA,1996,4822,202,5744,241,22,22,3129,116049,1143,22868
LOUISA,1997,4651,193,6383,233,-2,-2,3301,127678,893,17864
LOUISA,1998,4474,196,6383,224,13,13,3161,132997,820,16409
LOUISA,1999,4547,193,6510,227,21,21,3337,136919,745,14896
LOUISA,2000,4574,190,7021,229,23,23,3507,139970,708,14164
LOUISA,2001,4400,174,6702,220,40,40,3334,144301,703,14051
LOUISA,2002,3716,286,2526,186,111,111,1781,147955,684,13673
LOUISA,2003,3500,242,2065,175,130,130,1688,160176,667,13344
LOUISA,2004,4500,158,1874,225,55,55,1458,172097,701,14030
LOUISA,2005,5000,176,1856,250,38,38,1452,183717,731,14611
LOUISA,2006,4500,225,1891,225,75,75,1297,196297,761,15223
LOUISA,2007,5721,432,2643,286,-53,-53,1692,212286,748,14956
LOUISA,2008,4261,786,1737,213,47,47,1251,220436,724,14476
LOUISA,2009,4146,789,1347,207,81,81,983,228750,759,15187
LOUISA,2010,4079,792,1051,204,104,104,746,240128,763,15258
LOUISA,2011,3982,773,688,199,143,143,487,253778,759,15184
LOUISA,2012,4532,401,327,227,40,40,228,266292,646,12924
LOUISA,2013,4397,400,401,220,45,45,299,289681,733,14659
LOUISA,2014,4155,394,514,208,40,40,384,317940,763,15264
LOUISA,2015,4279,410,631,214,42,42,470,341444,778,15566
LOUISA,2016,4462,416,756,223,32,32,558,369859,778,15566
LOUISA,2017,4750,338,1165,238,-28,-28,741,396180,756,15112
LOUISA,2018,4336,439,923,217,-10,-10,660,399616,771,15415
LOUISA,2019,4242,439,937,212,-11,-11,665,403615,793,15869
LUCAS,1968,23800,1200,1357,1190,443,443,805,330090,1962,39244
LUCAS,1969,24700,1100,1561,1235,414,414,873,326590,1826,36521
LUCAS,1970,26500,1000,1561,1325,357,357,873,329590,1807,36150
LUCAS,1971,29500,900,1405,1475,292,292,821,327256,1528,30563
LUCAS,1972,28900,800,1490,1445,342,342,849,327256,1571,31414
LUCAS,1973,31200,700,1356,1560,310,310,1919,327590,1555,31105
LUCAS,1974,30900,600,1210,1545,299,299,2170,324256,1346,26926
LUCAS,1975,29400,500,847,1470,226,226,2282,320823,1414,28272
