CountyName,Year,beef,milk,steers,bulls,dairy_150,dairy_440,fin_cattle,hogs_fin,hogs_sow,hogs_boars
DES MOINES,1997,5795,520,36105,290,-1084,-1084,14166,111337,300,6010
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DES MOINES,1998,5604,523,36105,280,-1104,-1104,13568,98001,265,5309
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DES MOINES,1999,5724,510,36827,286,-1077,-1077,14009,82798,230,4609
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DES MOINES,2000,5789,496,39715,289,-1141,-1141,14972,67093,208,4159
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DES MOINES,2001,5600,451,37910,280,-997,-997,13603,52415,194,3881
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DES MOINES,2002,4141,494,1659,207,197,197,953,37458,175,3507
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DES MOINES,2003,4500,600,1318,225,227,227,839,40239,153,3066
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DES MOINES,2004,4500,600,1161,225,295,295,787,42931,143,2862
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DES MOINES,2005,4000,400,1117,200,263,263,706,45529,131,2618
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DES MOINES,2006,6000,413,1105,300,135,135,702,48385,118,2363
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DES MOINES,2007,2901,308,1498,145,101,101,977,52204,99,1975
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DES MOINES,2008,3100,300,1159,155,101,101,892,52484,95,1905
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DES MOINES,2009,3000,300,1106,150,107,107,903,50308,103,2053
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DES MOINES,2010,2900,300,1147,145,108,108,945,48988,106,2121
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DES MOINES,2011,2800,300,1152,140,117,117,976,48028,109,2172
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DES MOINES,2012,2811,228,2212,141,45,45,1358,46772,238,4756
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DES MOINES,2013,2900,200,1001,145,76,76,892,47680,108,2161
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DES MOINES,2014,2800,200,924,140,78,78,804,49235,112,2250
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DES MOINES,2015,2900,200,873,145,80,80,725,50163,115,2294
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DES MOINES,2016,3000,200,837,150,79,79,651,51734,115,2294
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DES MOINES,2017,3166,351,1060,158,139,139,663,53030,111,2228
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DES MOINES,2018,2890,455,840,144,222,222,590,53474,114,2271
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DES MOINES,2019,2828,455,853,141,223,223,594,53990,117,2339
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653859.9084724477 4508091.724331239, 653823.2835458156 4508049.724430914, 653777.9085992146 4508002.724561775, 653702.5957324711 4507964.724676621, 653615.095221434 4507953.7244659085, 653603.4701048841 4507952.724441562, 653580.282518897 4507951.724473543, 653557.0948802059 4507951.724440108, 653520.7819892197 4507960.724297928, 653484.6567720273 4507959.724224455
DICKINSON,1968,6900,2600,1235,345,4505,4505,722,65294,289,5784
DICKINSON,1969,7200,2400,1421,360,4015,4015,784,62627,269,5383
DICKINSON,1970,7500,2100,1421,375,3785,3785,784,65294,266,5328
DICKINSON,1971,9300,2000,1279,465,3005,3005,736,62627,225,4505
DICKINSON,1972,9000,1900,1356,450,3250,3250,762,62294,231,4630
DICKINSON,1973,9000,1700,1234,450,2861,2861,10211,62627,229,4585
DICKINSON,1974,9800,1500,1101,490,2496,2496,9334,61627,198,3969
DICKINSON,1975,10600,1500,770,530,2256,2256,8157,60827,208,4167
DICKINSON,1976,9850,1150,982,492,1805,1805,9094,56800,230,4598
DICKINSON,1977,10600,1000,976,530,1487,1487,9825,55667,246,4929
DICKINSON,1978,8500,700,1085,425,1666,1666,12695,59333,260,5200
DICKINSON,1979,8400,700,1040,420,1555,1555,10347,65000,240,4803
DICKINSON,1980,8700,700,892,435,1388,1388,9297,71667,239,4778
DICKINSON,1981,9300,700,879,465,1367,1367,8626,75000,235,4701
DICKINSON,1982,8900,700,725,445,1536,1536,8208,65000,204,4073
DICKINSON,1983,7800,700,777,390,1599,1599,7859,68333,208,4150
DICKINSON,1984,6600,600,642,330,1451,1451,6247,69333,197,3946
DICKINSON,1985,5800,500,565,290,1184,1184,6522,69667,188,3763
DICKINSON,1986,4700,500,578,235,1394,1394,5859,56000,181,3615
DICKINSON,1987,4300,900,635,215,1986,1986,6878,53333,190,3809
DICKINSON,1988,4000,900,639,200,1907,1907,7213,55667,182,3650
DICKINSON,1989,3900,1000,591,195,2277,2277,6364,56333,192,3831
DICKINSON,1990,3700,1000,629,185,2392,2392,6512,54608,182,3650
DICKINSON,1991,3775,878,661,189,2091,2091,6659,54046,205,4106
DICKINSON,1992,3858,847,565,193,2026,2026,6764,51739,194,3877
DICKINSON,1993,3906,815,571,195,1940,1940,6902,49699,194,3877
DICKINSON,1994,3936,798,591,197,1891,1891,7044,46957,171,3421
DICKINSON,1995,4094,734,584,205,1778,1778,7178,43707,155,3102
DICKINSON,1996,4066,700,578,203,1672,1672,7313,40446,143,2850
DICKINSON,1997,4134,616,642,207,1411,1411,7470,40643,254,5083
DICKINSON,1998,3901,540,642,195,1246,1246,6814,40643,215,4304
DICKINSON,1999,3885,446,655,194,984,984,7718,39936,177,3542
DICKINSON,2000,3827,354,706,191,750,750,7735,38893,149,2983
DICKINSON,2001,3600,249,674,180,527,527,7458,38390,127,2532
DICKINSON,2002,3607,190,17232,180,98,98,14469,37643,100,1998
DICKINSON,2003,3500,200,13896,175,182,182,13299,36826,87,1731
DICKINSON,2004,3000,424,12436,150,-93,-93,11145,35946,80,1599
DICKINSON,2005,3000,759,12157,150,94,94,10719,35011,72,1445
DICKINSON,2006,3000,1342,12217,150,200,200,11072,34361,64,1281
DICKINSON,2007,2667,1467,16847,133,1079,1079,14098,34564,52,1047
DICKINSON,2008,2800,1400,12957,140,1700,1700,12599,36653,52,1048
DICKINSON,2009,2700,1400,12294,135,1788,1788,12175,37957,56,1130
DICKINSON,2010,2600,1400,12660,130,1699,1699,12094,40028,58,1167
DICKINSON,2011,2500,1400,12633,125,1767,1767,11882,42584,60,1195
DICKINSON,2012,2518,2911,13917,126,553,553,12107,44863,131,2615
DICKINSON,2013,2443,2904,11157,122,1324,1324,11144,59747,59,1189
DICKINSON,2014,2308,2859,10558,115,1289,1289,10902,75826,62,1237
DICKINSON,2015,2377,2976,10230,119,1612,1612,10749,90556,63,1262
DICKINSON,2016,2479,3018,10077,124,1730,1730,10656,106844,63,1262
DICKINSON,2017,2639,2454,13134,132,719,719,11632,122487,61,1225
DICKINSON,2018,2409,3188,10405,120,1532,1532,10722,123772,62,1250
DICKINSON,2019,2357,3188,10565,118,1516,1516,10776,125267,64,1287
DUBUQUE,1968,14300,30900,15303,715,13940,13940,12355,169157,159,3181
DUBUQUE,1969,15600,30500,17601,780,11584,11584,13121,170490,148,2960
DUBUQUE,1970,15700,29000,17601,785,11650,11650,13121,177823,147,2930
DUBUQUE,1971,16600,29000,15843,830,13268,13268,12535,170157,124,2477
DUBUQUE,1972,18400,29700,16798,920,14875,14875,12853,169823,127,2547
DUBUQUE,1973,18400,28300,15287,920,15481,15481,13596,173157,126,2521
DUBUQUE,1974,18500,27200,13640,925,17211,17211,12480,165823,109,2183
DUBUQUE,1975,19600,28000,9544,980,16493,16493,11281,166390,115,2291
DUBUQUE,1976,22550,29950,12169,1128,18598,18598,13106,184800,126,2529
DUBUQUE,1977,21549,30655,12089,1077,19943,19943,14030,213867,136,2710
DUBUQUE,1978,19700,30400,13441,985,21533,21533,15647,213333,143,2860
DUBUQUE,1979,20500,31000,12885,1025,19440,19440,14628,233333,132,2642
DUBUQUE,1980,21200,31300,11055,1060,20981,20981,13352,238333,131,2628
DUBUQUE,1981,22800,33000,10896,1140,20747,20747,14265,237223,129,2586
DUBUQUE,1982,21800,33000,8988,1090,21143,21143,12729,223333,112,2240
DUBUQUE,1983,18400,32000,9624,920,20335,20335,13341,223333,114,2283
DUBUQUE,1984,17100,34000,7954,855,20989,20989,11251,219333,109,2170
DUBUQUE,1985,16100,34000,6999,805,22088,22088,12333,225000,103,2070
DUBUQUE,1986,14500,36000,7158,725,23388,23388,11386,227667,99,1989
DUBUQUE,1987,14500,32000,7874,725,24052,24052,13458,259333,105,2095
DUBUQUE,1988,14200,33600,7914,710,23399,23399,13638,270333,100,2007
DUBUQUE,1989,15000,35500,7317,750,24405,24405,13439,269000,105,2108
DUBUQUE,1990,14400,34500,7794,720,27369,27369,13796,264832,100,2007
DUBUQUE,1991,14794,31187,8192,740,25696,25696,14127,267168,113,2258
DUBUQUE,1992,15219,31030,6999,761,25283,25283,13927,259763,107,2132
DUBUQUE,1993,15508,30892,7079,775,24072,24072,14151,253842,107,2132
DUBUQUE,1994,15720,31370,7317,786,22838,22838,14429,243995,94,1882
DUBUQUE,1995,16451,30090,7238,823,22915,22915,14600,231291,85,1706
DUBUQUE,1996,16430,30025,7158,822,21079,21079,14771,218515,78,1568
DUBUQUE,1997,16797,27852,7954,840,18524,18524,15235,225136,1293,25853
DUBUQUE,1998,16187,28107,7954,809,19735,19735,12651,217957,1123,22454
DUBUQUE,1999,16473,27469,8113,824,20429,20429,14038,206826,954,19090
DUBUQUE,2000,16601,26832,8749,830,21076,21076,14216,193936,839,16784
DUBUQUE,2001,16000,27100,8351,800,22117,22117,13417,183939,757,15139
DUBUQUE,2002,14492,20844,39085,725,8374,8374,29088,172693,654,13081
DUBUQUE,2003,16000,24000,36221,800,8094,8094,27074,175342,562,11235
DUBUQUE,2004,16000,21300,36660,800,5493,5493,23553,177647,513,10259
DUBUQUE,2005,18000,18500,40027,900,5847,5847,24342,179642,456,9127
DUBUQUE,2006,18500,18000,44471,925,4217,4217,25824,183089,397,7940
DUBUQUE,2007,12659,18980,67233,633,11865,11865,47618,191041,316,6314
DUBUQUE,2008,13500,18300,52043,675,15964,15964,42117,188936,305,6095
DUBUQUE,2009,13000,18300,49719,650,17052,17052,40906,175897,308,6166
DUBUQUE,2010,12500,18300,51579,625,15447,15447,41088,166845,298,5950
DUBUQUE,2011,12000,17700,51877,600,15740,15740,40751,159529,283,5664
DUBUQUE,2012,13305,18538,57635,665,12733,12733,42233,150829,229,4590
DUBUQUE,2013,13900,18600,46390,695,15857,15857,39438,149936,260,5206
DUBUQUE,2014,13100,19300,44071,655,15748,15748,39617,152078,271,5420
DUBUQUE,2015,13600,20000,42881,680,17214,17214,40174,151407,276,5528
DUBUQUE,2016,14300,21000,42414,715,16827,16827,40971,153504,276,5528
DUBUQUE,2017,14634,22316,55517,732,11475,11475,46291,154404,268,5367
DUBUQUE,2018,14800,22000,43981,740,15986,15986,42446,156180,274,5474
DUBUQUE,2019,14500,22000,44658,725,14501,14501,42672,158245,282,5635
EMMET,1968,6300,2000,64684,315,-3771,-3771,49347,132097,697,13936
EMMET,1969,6800,1600,74400,340,-3680,-3680,52586,127764,648,12970
EMMET,1970,6900,1600,74400,345,-3505,-3505,52586,129430,642,12837
EMMET,1971,8100,1200,66970,405,-1850,-1850,50109,128097,543,10853
EMMET,1972,8100,1000,71004,405,-1621,-1621,51454,128097,558,11156
EMMET,1973,9600,1000,64616,480,-1165,-1165,31272,129430,552,11046
EMMET,1974,9100,700,57657,455,-679,-679,28919,125764,478,9562
EMMET,1975,9000,700,40343,450,-68,-68,20381,123497,502,10040
EMMET,1976,9400,500,51438,470,-505,-505,24779,47767,554,11079
EMMET,1977,9000,500,51101,450,-449,-449,25267,51333,594,11875
EMMET,1978,7900,500,56817,395,-602,-602,28772,58000,626,12530
EMMET,1979,8500,500,54463,425,-636,-636,26154,65000,579,11573
EMMET,1980,8700,500,46731,435,-472,-472,23244,71667,576,11513
EMMET,1981,9400,500,46059,470,-377,-377,22986,73333,566,11326
EMMET,1982,9000,500,37990,450,-143,-143,19097,68333,491,9815
EMMET,1983,8000,500,40679,400,-311,-311,20293,68333,500,10002
EMMET,1984,7300,400,33619,365,-148,-148,16706,65333,475,9507
EMMET,1985,6300,400,29585,315,-167,-167,15528,67333,453,9068
EMMET,1986,5600,400,30257,280,-385,-385,13586,54667,436,8710
EMMET,1987,4400,100,33283,220,-217,-217,14261,50333,459,9177
EMMET,1988,4400,100,33451,220,-235,-235,14484,50667,440,8792
EMMET,1989,4200,100,30930,210,-214,-214,13310,54000,462,9232
EMMET,1990,3800,100,32947,190,-270,-270,14272,59924,440,8792
EMMET,1991,3804,86,34628,190,-246,-246,15122,67576,495,9891
EMMET,1992,3816,80,29585,191,-168,-168,13731,72947,467,9342
EMMET,1993,3793,74,29921,190,-153,-153,14133,78678,467,9342
EMMET,1994,3752,69,30930,188,-147,-147,14759,83002,412,8243
EMMET,1995,3834,61,30594,192,-115,-115,14937,85898,374,7473
EMMET,1996,3739,54,30257,187,-100,-100,15114,88196,343,6870
EMMET,1997,3675,496,33619,184,-1055,-1055,16525,99040,304,6082
EMMET,1998,3635,38,33619,182,-96,-96,15540,118848,364,7275
EMMET,1999,3735,29,34292,187,-80,-80,16364,136735,415,8295
EMMET,2000,3801,21,36981,190,-68,-68,17260,153351,484,9671
EMMET,2001,3700,12,35300,185,-39,-39,16533,171802,578,11568
EMMET,2002,4176,5,11856,209,3,3,9291,189256,671,13413
EMMET,2003,4500,6,12110,225,3,3,10370,190781,655,13105
EMMET,2004,5000,4,13140,250,1,1,11047,192040,690,13791
EMMET,2005,4000,5,15117,200,1,1,12372,193075,719,14381
EMMET,2006,5000,6,17495,250,1,1,13498,195360,750,14996
EMMET,2007,6416,11,27328,321,6,6,20374,201344,737,14748
EMMET,2008,4823,20,19001,241,35,35,16352,205773,714,14286
EMMET,2009,4737,20,15971,237,41,41,14095,206646,754,15087
EMMET,2010,4703,21,14164,235,46,46,12247,210863,763,15260
EMMET,2011,4632,20,11672,232,50,50,10170,217225,765,15295
EMMET,2012,5282,10,9917,264,6,6,8338,222373,656,13118
EMMET,2013,5500,10,7184,275,8,8,6818,228847,744,14880
EMMET,2014,5200,10,6056,260,10,10,5832,239348,775,15493
EMMET,2015,5400,11,5133,270,9,9,4915,246329,790,15800
EMMET,2016,5700,11,4315,285,8,8,4032,256571,790,15800
EMMET,2017,5723,9,4634,286,4,4,3529,265377,767,15340
EMMET,2018,5800,11,3671,290,6,6,3208,267218,782,15647
EMMET,2019,5700,11,3728,285,6,6,3227,269359,805,16107
FAYETTE,1968,12800,25900,5399,640,19161,19161,3784,284675,1992,39834
FAYETTE,1969,14400,24500,6210,720,16901,16901,4054,275342,1853,37070
FAYETTE,1970,14600,23000,6210,730,16657,16657,4054,284675,1835,36692
FAYETTE,1971,16400,21700,5590,820,14948,14948,3848,277675,1551,31022
FAYETTE,1972,17300,20800,5927,865,15589,15589,3960,277009,1594,31886
FAYETTE,1973,17600,20500,5394,880,14454,14454,11398,282675,1579,31572
FAYETTE,1974,17700,19900,4813,885,13893,13893,10971,281342,1367,27331
FAYETTE,1975,23000,20700,3367,1150,13496,13496,8322,274942,1435,28697
FAYETTE,1976,23450,20100,4293,1172,14258,14258,9198,145100,1583,31667
FAYETTE,1977,21651,21030,4265,1083,16015,16015,9755,164100,1697,33944
FAYETTE,1978,19000,21300,4742,950,18289,18289,11914,175000,1791,35813
FAYETTE,1979,17500,22500,4546,875,16757,16757,10515,190000,1654,33080
FAYETTE,1980,17200,22300,3901,860,17145,17145,9634,198333,1645,32907
FAYETTE,1981,18800,22500,3845,940,18336,18336,9915,199119,1619,32373
FAYETTE,1982,18000,22500,3171,900,17091,17091,9657,190000,1403,28053
FAYETTE,1983,15200,21900,3396,760,16748,16748,9799,188333,1429,28588
FAYETTE,1984,15000,23000,2806,750,17687,17687,8302,185000,1359,27174
FAYETTE,1985,13900,23000,2469,695,18679,18679,7490,190333,1296,25917
FAYETTE,1986,11500,24000,2526,575,16360,16360,5175,170000,1245,24896
FAYETTE,1987,10000,20000,2778,500,17574,17574,5259,184333,1312,26231
FAYETTE,1988,10000,18000,2792,500,15656,15656,5597,196667,1257,25132
FAYETTE,1989,10100,18500,2582,505,15949,15949,5361,179000,1319,26389
FAYETTE,1990,9800,19000,2750,490,16810,16810,5472,188580,1257,25132
FAYETTE,1991,9783,16829,2890,489,15463,15463,5574,202783,1414,28273
FAYETTE,1992,9783,16379,2469,489,14861,14861,5488,210404,1335,26703
FAYETTE,1993,9696,15921,2498,485,13915,13915,5553,219042,1335,26703
FAYETTE,1994,9565,15753,2582,478,12997,12997,5636,224484,1178,23561
FAYETTE,1995,9745,14687,2554,487,12612,12612,5682,227147,1068,21362
FAYETTE,1996,9477,14204,2526,474,11340,11340,5728,229116,982,19634
FAYETTE,1997,9441,12729,2806,472,9663,9663,5876,248654,1053,21054
FAYETTE,1998,9222,12011,2806,461,9779,9779,5269,257517,968,19362
FAYETTE,1999,9513,10911,2862,476,9497,9497,5854,262603,880,17599
FAYETTE,2000,9720,9840,3087,486,9163,9163,5929,265564,838,16757
FAYETTE,2001,9500,9100,2947,475,9046,9046,5582,271748,832,16650
FAYETTE,2002,8948,10853,12699,447,5961,5961,9370,276321,812,16230
FAYETTE,2003,9500,10100,11477,475,5913,5913,9159,275935,752,15049
FAYETTE,2004,10000,8200,11387,500,4824,4824,8462,275133,751,15018
FAYETTE,2005,10000,7900,12233,500,5046,5046,8411,273982,742,14836
FAYETTE,2006,12000,8500,13409,600,4455,4455,8803,274780,732,14646
FAYETTE,2007,8092,9435,20044,405,6323,6323,13543,281340,681,13621
FAYETTE,2008,8600,9000,15357,430,7316,7316,11667,285281,657,13143
FAYETTE,2009,8300,9000,14511,415,7485,7485,11072,282277,636,12726
FAYETTE,2010,8000,9000,14877,400,7338,7338,10880,284368,583,11657
FAYETTE,2011,7700,8800,14774,385,7558,7558,10533,289386,521,10413
FAYETTE,2012,13218,8070,16189,661,5253,5253,10691,292579,390,7791
FAYETTE,2013,13800,8100,12387,690,5737,5737,9187,293386,442,8838
FAYETTE,2014,13100,7700,11147,655,5627,5627,8537,299689,460,9202
FAYETTE,2015,12200,7300,10232,610,5364,5364,7996,301017,469,9385
FAYETTE,2016,11300,6900,9505,565,5257,5257,7517,307126,469,9385
FAYETTE,2017,9554,6090,11624,478,4071,4071,7987,311154,456,9111
FAYETTE,2018,9700,6000,9209,485,4511,4511,7182,314078,465,9293
FAYETTE,2019,9500,6000,9350,475,4485,4485,7229,317480,478,9567
FLOYD,1968,9200,4700,13543,460,4581,4581,8627,275288,1183,23659
FLOYD,1969,9300,4300,15578,465,3534,3534,9305,268455,1101,22017
FLOYD,1970,9000,3900,15578,450,3185,3185,9305,272788,1090,21793
FLOYD,1971,9000,3600,14022,450,2704,2704,8786,268455,921,18426
FLOYD,1972,9200,3600,14867,460,2092,2092,9068,264788,947,18939
FLOYD,1973,9600,3600,13529,480,1922,1922,8943,264788,938,18752
FLOYD,1974,9200,3100,12072,460,1911,1911,8691,264122,812,16233
FLOYD,1975,9200,3300,8447,460,2362,2362,7282,261622,852,17045
FLOYD,1976,9500,2850,10770,475,1801,1801,8257,78167,940,18808
FLOYD,1977,8700,2800,10699,435,2138,2138,7966,81567,1008,20161
FLOYD,1978,7700,2600,11896,385,1883,1883,8965,80000,1064,21270
FLOYD,1979,7700,2300,11403,385,1634,1634,8134,90000,982,19648
FLOYD,1980,7700,2200,9784,385,1826,1826,7261,96667,977,19545
FLOYD,1981,8300,2200,9644,415,1890,1890,7115,98333,961,19228
FLOYD,1982,7800,2200,7954,390,1722,1722,5951,90000,833,16662
FLOYD,1983,6600,2200,8517,330,1744,1744,6272,93333,849,16979
FLOYD,1984,6700,2200,7039,335,1387,1387,5313,91667,807,16140
FLOYD,1985,5700,2100,6194,285,1847,1847,4731,93333,770,15393
FLOYD,1986,5100,2200,6335,255,1373,1373,4612,95667,739,14787
