Number,CountyName,Year,beef,milk,steers,bulls,dairy_150,dairy_440,fin_cattle,hogs_fin,hogs_sow,hogs_boars,corng_y,corng_pa,corng_ha,soy_y,soy_pa,soy_ha,CN_lb/ac,CN,MN,FN,GN,NS
1728,FLOYD,1980,7700,2200,9784,385,1826,1826,7261,96667,977,19545,126.3,136000,110000.0,34.5,105300,97300.0,63.04176852,70.7,18.1,38.4,119.3,7.9
1729,FLOYD,1981,8300,2200,9644,415,1890,1890,7115,98333,961,19228,129.4,142000,113000.0,32.4,108000,91400.0,65.95270006,73.9,17.6,33.1,115.3,9.3
1730,FLOYD,1982,7800,2200,7954,390,1722,1722,5951,90000,833,16662,119.7,138000,118000.0,33.4,110000,95700.0,57.72907592,64.7,16.1,36.4,113.3,3.9
1731,FLOYD,1983,6600,2200,8517,330,1744,1744,6272,93333,849,16979,97.3,83000,76200.0,36.0,106000,91900.0,58.93744017,66.1,21.7,53.9,117.4,24.3
1732,FLOYD,1984,6700,2200,7039,335,1387,1387,5313,91667,807,16140,115.7,142000,118700.0,31.9,111000,93100.0,62.45610773,70.0,15.4,32.5,108.4,9.5
1733,FLOYD,1985,5700,2100,6194,285,1847,1847,4731,93333,770,15393,131.2,143000,127400.0,33.6,104000,92400.0,63.8880909,71.6,15.6,35.0,117.1,5.1
1734,FLOYD,1986,5100,2200,6335,255,1373,1373,4612,95667,739,14787,140.9,128000,109600.0,39.3,108000,93400.0,60.28095479,67.6,16.4,52.2,134.2,2.0
1735,FLOYD,1987,4300,1700,6969,215,1178,1178,5323,94667,779,15580,131.7,111000,79900.0,43.1,93100,88700.0,62.96374663,70.6,18.6,61.4,143.8,6.8
1736,FLOYD,1988,4400,1700,7004,220,1279,1279,5335,105000,746,14927,83.8,114000,93100.0,29.9,97100,90300.0,69.34168933,77.7,19.2,29.1,94.9,31.1
1737,FLOYD,1989,5000,1600,6476,250,1051,1051,4825,109667,784,15673,83.3,131000,101700.0,27.7,96400,90300.0,64.94200226,72.8,18.1,21.7,88.8,23.8
1738,FLOYD,1990,4700,1600,6898,235,1088,1088,4968,110849,746,14927,138.7,135000,102600.0,44.8,93500,89200.0,61.72625297,69.2,18.1,58.8,144.6,1.5
1739,FLOYD,1991,4655,1406,7250,233,873,873,5088,114432,840,16792,124.6,133000,96800.0,40.0,96200,97400.0,64.04660716,71.8,18.5,49.4,132.3,7.4
1740,FLOYD,1992,4620,1358,6194,231,934,934,4739,114479,793,15860,144.3,142000,107900.0,43.0,92000,88800.0,61.57595963,69.0,17.8,52.7,142.2,-2.7
1741,FLOYD,1993,4542,1308,6265,227,849,849,4765,115067,793,15860,73.0,129000,52600.0,30.4,97000,81700.0,54.10962129,60.7,18.4,28.3,100.8,6.6
1742,FLOYD,1994,4443,1281,6476,222,764,764,4837,114135,700,13994,142.5,139000,108900.0,47.2,101000,95800.0,70.35723765,78.9,17.1,65.9,151.2,10.7
1743,FLOYD,1995,4489,1180,6406,224,724,724,4817,112016,634,12688,125.0,134000,106600.0,47.6,103000,96700.0,60.03963473,67.3,16.8,69.0,146.0,7.1
1744,FLOYD,1996,4329,1127,6335,216,629,629,4795,109758,583,11662,141.6,138000,108900.0,42.6,108000,93800.0,72.46670002,81.2,15.8,57.9,141.2,13.7
1745,FLOYD,1997,4275,994,7039,214,403,403,5032,115325,561,11230,141.4,140400,98900.0,44.4,118200,102000.0,65.61929576,73.6,15.5,64.7,148.6,5.2
1746,FLOYD,1998,4175,986,7039,209,522,522,4013,132601,530,10603,163.7,141500,106200.0,52.2,118900,101700.0,63.6310787,71.3,16.7,83.9,171.8,0.1
1747,FLOYD,1999,4308,947,7180,215,575,575,4293,148200,496,9914,152.4,136000,111500.0,43.2,120000,104900.0,61.70218325,69.2,18.6,63.3,148.3,2.8
1748,FLOYD,2000,4401,909,7743,220,593,593,4481,162608,487,9731,142.5,136000,114800.0,47.4,118000,102700.0,64.24615849,72.0,20.2,73.3,152.0,13.5
1749,FLOYD,2001,4300,900,7391,215,718,718,4764,178701,500,9991,149.1,128000,108800.0,42.3,123000,111900.0,53.4835788,60.0,22.2,63.8,146.8,-0.8
1750,FLOYD,2002,3397,1018,7081,170,626,626,5498,193847,505,10091,172.2,129400,114500.0,47.8,116000,97800.0,54.87619354,61.5,24.5,75.6,163.6,-2.0
1751,FLOYD,2003,4000,1100,6914,200,570,570,5471,191928,482,9637,153.1,133000,114500.0,26.2,116000,99600.0,61.89269553,69.4,24.0,20.1,113.1,0.4
1752,FLOYD,2004,5500,900,7274,275,144,144,5258,189753,496,9916,177.4,137000,121000.0,45.4,113000,95200.0,65.08561494,73.0,23.5,66.4,159.6,3.3
1753,FLOYD,2005,5000,800,8184,250,87,87,5395,187361,506,10113,184.2,140000,116000.0,53.4,111500,101100.0,67.63217553,75.8,23.1,84.3,179.9,3.3
1754,FLOYD,2006,5500,1100,9311,275,318,318,5770,186174,516,10318,165.0,137000,121900.0,49.9,112000,94300.0,67.61116802,75.8,23.8,77.0,162.6,14.0
