CountyName,Year,State,CN_lb/ac
DELAWARE,2007,IA,72.76593132
DELAWARE,2008,IA,78.70398949
DELAWARE,2009,IA,57.55237954
DELAWARE,2010,IA,90.74699753
DELAWARE,2011,IA,112.4984665
DELAWARE,2012,IA,108.9324577
DELAWARE,2013,IA,98.51298168
DELAWARE,2014,IA,88.61976942
DELAWARE,2015,IA,93.19405722
DELAWARE,2016,IA,99.64294296
DELAWARE,2017,IA,101.7342855
DELAWARE,2018,IA,91.73040453
DELAWARE,2019,IA,92.78061071
DES MOINES,1968,IA,26.1593954
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1969,IA,21.40867116
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1970,IA,23.74014427
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1971,IA,25.30783111
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1972,IA,25.38595594
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1973,IA,35.99569673
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1974,IA,40.5460984
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1975,IA,37.88780415
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1976,IA,45.18871086
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1977,IA,34.65214599
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1978,IA,32.19673489
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1979,IA,38.2520349
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1980,IA,38.63641748
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1981,IA,43.64067832
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1982,IA,38.38648916
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1983,IA,40.42803483
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1984,IA,37.60365216
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1985,IA,41.91214193
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1986,IA,38.06667264
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1987,IA,42.52645818
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1988,IA,43.68615536
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1989,IA,40.34202008
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1990,IA,42.14965566
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1991,IA,44.1968241
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1992,IA,46.28918687
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1993,IA,37.77860769
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1994,IA,52.26435404
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1995,IA,40.98786041
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1996,IA,53.62240299
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1997,IA,48.32751949
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1998,IA,49.28718149
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,1999,IA,50.19890329
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,2000,IA,47.30835963
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,2001,IA,45.21890681
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,2002,IA,41.06303886
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,2003,IA,47.83922292
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,2004,IA,47.77427723
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,2005,IA,53.76729485
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,2006,IA,50.31457961
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,2007,IA,54.88742062
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,2008,IA,59.25724656
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,2009,IA,49.79117923
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,2010,IA,47.59227171
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,2011,IA,49.88227939
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,2012,IA,48.41334254
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,2013,IA,40.5693615
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,2014,IA,41.24489101
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,2015,IA,43.05362042
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,2016,IA,45.66000571
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,2017,IA,46.41776515
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,2018,IA,42.17112111
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DES MOINES,2019,IA,42.63351433
,,,
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653260.1539207178 4508155.723100094, 653186.5905329228 4508222.722670763
DICKINSON,1968,IA,39.78760945
DICKINSON,1969,IA,38.73082613
DICKINSON,1970,IA,40.25740547
DICKINSON,1971,IA,39.59320261
DICKINSON,1972,IA,39.44238666
DICKINSON,1973,IA,49.46347043
DICKINSON,1974,IA,53.50719974
DICKINSON,1975,IA,50.28129832
DICKINSON,1976,IA,66.25248513
DICKINSON,1977,IA,54.65958882
DICKINSON,1978,IA,52.23498656
DICKINSON,1979,IA,63.37615371
DICKINSON,1980,IA,60.2073494
DICKINSON,1981,IA,66.42852798
DICKINSON,1982,IA,58.23955431
DICKINSON,1983,IA,58.65485644
DICKINSON,1984,IA,63.33079932
DICKINSON,1985,IA,65.40683612
DICKINSON,1986,IA,56.96675446
DICKINSON,1987,IA,61.10117008
DICKINSON,1988,IA,65.73025288
DICKINSON,1989,IA,61.56491051
DICKINSON,1990,IA,63.0476912
DICKINSON,1991,IA,61.44207231
DICKINSON,1992,IA,59.84866396
DICKINSON,1993,IA,52.95721392
DICKINSON,1994,IA,64.57295538
DICKINSON,1995,IA,57.31374122
DICKINSON,1996,IA,67.05438192
DICKINSON,1997,IA,61.95834413
DICKINSON,1998,IA,59.37039634
DICKINSON,1999,IA,59.63719041
DICKINSON,2000,IA,61.75906972
DICKINSON,2001,IA,53.87632779
DICKINSON,2002,IA,56.45765314
DICKINSON,2003,IA,60.88532985
DICKINSON,2004,IA,64.14945512
DICKINSON,2005,IA,67.81350087
DICKINSON,2006,IA,60.61104527
DICKINSON,2007,IA,75.58880279
DICKINSON,2008,IA,78.16768908
DICKINSON,2009,IA,66.96134317
DICKINSON,2010,IA,56.91305965
DICKINSON,2011,IA,63.54463945
DICKINSON,2012,IA,63.2356065
DICKINSON,2013,IA,64.96181334
DICKINSON,2014,IA,56.58765691
DICKINSON,2015,IA,58.18431802
DICKINSON,2016,IA,61.6988715
DICKINSON,2017,IA,62.74367719
DICKINSON,2018,IA,57.08521189
DICKINSON,2019,IA,57.88703707
DUBUQUE,1968,IA,21.58967649
DUBUQUE,1969,IA,14.58946608
DUBUQUE,1970,IA,14.68101837
DUBUQUE,1971,IA,17.57577085
DUBUQUE,1972,IA,17.79433056
DUBUQUE,1973,IA,32.74250084
DUBUQUE,1974,IA,38.22384937
DUBUQUE,1975,IA,32.35129989
DUBUQUE,1976,IA,39.94006815
DUBUQUE,1977,IA,27.84439359
DUBUQUE,1978,IA,23.61648716
DUBUQUE,1979,IA,32.36281956
DUBUQUE,1980,IA,33.63384863
DUBUQUE,1981,IA,36.1134837
DUBUQUE,1982,IA,31.64479523
DUBUQUE,1983,IA,33.71430753
DUBUQUE,1984,IA,31.25404598
DUBUQUE,1985,IA,34.18877835
DUBUQUE,1986,IA,31.44696067
DUBUQUE,1987,IA,33.21180302
DUBUQUE,1988,IA,35.7758469
DUBUQUE,1989,IA,34.40664281
DUBUQUE,1990,IA,39.73868871
DUBUQUE,1991,IA,42.70937585
DUBUQUE,1992,IA,44.6090368
DUBUQUE,1993,IA,36.08583746
DUBUQUE,1994,IA,49.802131
DUBUQUE,1995,IA,39.39023934
DUBUQUE,1996,IA,52.42145524
DUBUQUE,1997,IA,50.06064743
DUBUQUE,1998,IA,49.44963419
DUBUQUE,1999,IA,51.39111337
DUBUQUE,2000,IA,51.67569172
DUBUQUE,2001,IA,47.20698976
DUBUQUE,2002,IA,42.24446656
DUBUQUE,2003,IA,46.80640549
DUBUQUE,2004,IA,51.29076605
DUBUQUE,2005,IA,52.25468131
DUBUQUE,2006,IA,50.52311851
DUBUQUE,2007,IA,45.59238173
DUBUQUE,2008,IA,55.50308606
DUBUQUE,2009,IA,40.42173329
DUBUQUE,2010,IA,59.37166689
DUBUQUE,2011,IA,82.6157608
DUBUQUE,2012,IA,74.0650049
DUBUQUE,2013,IA,72.50496066
DUBUQUE,2014,IA,66.7788211
DUBUQUE,2015,IA,71.40477704
DUBUQUE,2016,IA,75.7357787
DUBUQUE,2017,IA,77.14598696
DUBUQUE,2018,IA,70.44535551
DUBUQUE,2019,IA,71.14628237
EMMET,1968,IA,44.84872506
EMMET,1969,IA,44.40310172
EMMET,1970,IA,47.20962189
EMMET,1971,IA,46.41712405
EMMET,1972,IA,45.6055419
EMMET,1973,IA,54.03872578
EMMET,1974,IA,53.88495503
EMMET,1975,IA,54.84925673
EMMET,1976,IA,71.19127428
EMMET,1977,IA,63.7019373
EMMET,1978,IA,58.87209061
EMMET,1979,IA,70.4109138
EMMET,1980,IA,72.40716968
EMMET,1981,IA,75.35821591
EMMET,1982,IA,65.96039133
EMMET,1983,IA,62.88557022
EMMET,1984,IA,69.11411358
EMMET,1985,IA,71.45187302
EMMET,1986,IA,65.72649332
EMMET,1987,IA,68.71829396
EMMET,1988,IA,70.83384308
EMMET,1989,IA,68.29829937
EMMET,1990,IA,68.90163246
EMMET,1991,IA,65.27532154
EMMET,1992,IA,62.68737312
EMMET,1993,IA,57.06244429
EMMET,1994,IA,72.90133467
EMMET,1995,IA,61.98388717
EMMET,1996,IA,73.20925915
EMMET,1997,IA,63.57187086
EMMET,1998,IA,64.68123621
EMMET,1999,IA,63.81619438
EMMET,2000,IA,67.42616357
EMMET,2001,IA,54.38651515
EMMET,2002,IA,60.21966571
EMMET,2003,IA,62.05195951
EMMET,2004,IA,66.83587519
EMMET,2005,IA,68.3416881
EMMET,2006,IA,68.51071736
EMMET,2007,IA,81.05853816
EMMET,2008,IA,86.18551448
EMMET,2009,IA,71.39633354
EMMET,2010,IA,67.42434087
EMMET,2011,IA,78.45403308
EMMET,2012,IA,75.47763379
EMMET,2013,IA,77.72167345
EMMET,2014,IA,67.37476576
EMMET,2015,IA,69.79612717
EMMET,2016,IA,74.26142665
EMMET,2017,IA,75.63343333
EMMET,2018,IA,68.49755475
EMMET,2019,IA,69.49992534
FAYETTE,1968,IA,32.27063358
FAYETTE,1969,IA,26.80424818
FAYETTE,1970,IA,28.45570353
FAYETTE,1971,IA,29.8336505
FAYETTE,1972,IA,31.54561706
FAYETTE,1973,IA,44.12417975
FAYETTE,1974,IA,48.10184593
FAYETTE,1975,IA,44.64075154
FAYETTE,1976,IA,58.42193664
FAYETTE,1977,IA,44.15204525
FAYETTE,1978,IA,41.08517039
FAYETTE,1979,IA,49.80969347
FAYETTE,1980,IA,49.01385827
FAYETTE,1981,IA,52.41967979
FAYETTE,1982,IA,48.52528748
FAYETTE,1983,IA,48.66093773
FAYETTE,1984,IA,49.32707458
FAYETTE,1985,IA,52.24577615
FAYETTE,1986,IA,48.12723364
FAYETTE,1987,IA,52.35543978
FAYETTE,1988,IA,55.35886312
FAYETTE,1989,IA,53.82242433
FAYETTE,1990,IA,55.84250924
FAYETTE,1991,IA,55.66735868
FAYETTE,1992,IA,55.58475537
FAYETTE,1993,IA,46.61393591
FAYETTE,1994,IA,60.51152104
FAYETTE,1995,IA,52.24813613
FAYETTE,1996,IA,63.72310388
FAYETTE,1997,IA,59.33994208
FAYETTE,1998,IA,58.39137464
FAYETTE,1999,IA,57.83659674
FAYETTE,2000,IA,58.80653629
FAYETTE,2001,IA,54.04369957
FAYETTE,2002,IA,50.63890051
FAYETTE,2003,IA,55.79517508
FAYETTE,2004,IA,60.19206802
FAYETTE,2005,IA,65.43427886
FAYETTE,2006,IA,60.23792675
FAYETTE,2007,IA,65.14649025
FAYETTE,2008,IA,72.29082698
FAYETTE,2009,IA,58.57303111
FAYETTE,2010,IA,64.16563885
FAYETTE,2011,IA,85.34071726
FAYETTE,2012,IA,79.87816015
FAYETTE,2013,IA,72.36165893
FAYETTE,2014,IA,67.18649602
FAYETTE,2015,IA,68.44988687
FAYETTE,2016,IA,72.79751184
FAYETTE,2017,IA,74.13685521
FAYETTE,2018,IA,67.21383121
FAYETTE,2019,IA,67.94740226
FLOYD,1968,IA,41.28143584
FLOYD,1969,IA,37.10623221
FLOYD,1970,IA,38.80203269
FLOYD,1971,IA,39.89498465
FLOYD,1972,IA,42.62949186
FLOYD,1973,IA,51.95441284
FLOYD,1974,IA,55.58413172
FLOYD,1975,IA,51.27426344
FLOYD,1976,IA,69.59947255
FLOYD,1977,IA,58.49555736
FLOYD,1978,IA,53.21831503
FLOYD,1979,IA,65.65261908
FLOYD,1980,IA,63.04176852
FLOYD,1981,IA,65.95270006
FLOYD,1982,IA,57.72907592
FLOYD,1983,IA,58.93744017
FLOYD,1984,IA,62.45610773
FLOYD,1985,IA,63.8880909
FLOYD,1986,IA,60.28095479
FLOYD,1987,IA,62.96374663
FLOYD,1988,IA,69.34168933
FLOYD,1989,IA,64.94200226
FLOYD,1990,IA,61.72625297
FLOYD,1991,IA,64.04660716
FLOYD,1992,IA,61.57595963
FLOYD,1993,IA,54.10962129
FLOYD,1994,IA,70.35723765
FLOYD,1995,IA,60.03963473
FLOYD,1996,IA,72.46670002
FLOYD,1997,IA,65.61929576
FLOYD,1998,IA,63.6310787
FLOYD,1999,IA,61.70218325
FLOYD,2000,IA,64.24615849
FLOYD,2001,IA,53.4835788
FLOYD,2002,IA,54.87619354
FLOYD,2003,IA,61.89269553
FLOYD,2004,IA,65.08561494
FLOYD,2005,IA,67.63217553
FLOYD,2006,IA,67.61116802
FLOYD,2007,IA,75.94845217
FLOYD,2008,IA,78.30528404
FLOYD,2009,IA,67.81526655
FLOYD,2010,IA,67.42530618
FLOYD,2011,IA,84.65804554
FLOYD,2012,IA,81.86039625
FLOYD,2013,IA,65.6756313
FLOYD,2014,IA,68.96674117
FLOYD,2015,IA,67.67857714
FLOYD,2016,IA,72.22507354
FLOYD,2017,IA,73.59601295
FLOYD,2018,IA,66.28123803
FLOYD,2019,IA,67.06111967
FRANKLIN,1968,IA,46.43573475
FRANKLIN,1969,IA,45.58783842
FRANKLIN,1970,IA,46.72014451
FRANKLIN,1971,IA,46.88521872
FRANKLIN,1972,IA,48.31697596
FRANKLIN,1973,IA,55.13708738
FRANKLIN,1974,IA,59.02335807
FRANKLIN,1975,IA,57.56998134
FRANKLIN,1976,IA,78.455422
FRANKLIN,1977,IA,68.28983943
FRANKLIN,1978,IA,64.875058
FRANKLIN,1979,IA,73.6261786
FRANKLIN,1980,IA,72.15744644
FRANKLIN,1981,IA,78.49232976
FRANKLIN,1982,IA,68.57796472
FRANKLIN,1983,IA,67.56229419
FRANKLIN,1984,IA,72.58259728
FRANKLIN,1985,IA,79.85263383
FRANKLIN,1986,IA,68.7061704
FRANKLIN,1987,IA,72.76364418
FRANKLIN,1988,IA,78.18138615
FRANKLIN,1989,IA,72.43387093
FRANKLIN,1990,IA,70.45854596
FRANKLIN,1991,IA,68.31249348
FRANKLIN,1992,IA,67.05497007
FRANKLIN,1993,IA,59.29818877
FRANKLIN,1994,IA,73.87406925
FRANKLIN,1995,IA,64.86509538
FRANKLIN,1996,IA,74.45894182
FRANKLIN,1997,IA,67.35321506
FRANKLIN,1998,IA,64.61990249
FRANKLIN,1999,IA,65.72778237
FRANKLIN,2000,IA,68.89450073
FRANKLIN,2001,IA,53.63649289
FRANKLIN,2002,IA,58.13593207
FRANKLIN,2003,IA,65.8194925
FRANKLIN,2004,IA,66.7430615
FRANKLIN,2005,IA,75.42401437
FRANKLIN,2006,IA,66.93935927
FRANKLIN,2007,IA,86.78107099
FRANKLIN,2008,IA,85.314961
FRANKLIN,2009,IA,73.97506809
FRANKLIN,2010,IA,81.02469556
FRANKLIN,2011,IA,102.379707
FRANKLIN,2012,IA,102.9277885
FRANKLIN,2013,IA,91.23430185
FRANKLIN,2014,IA,82.80035388
FRANKLIN,2015,IA,82.38306083
FRANKLIN,2016,IA,88.14332551
FRANKLIN,2017,IA,89.92698042
FRANKLIN,2018,IA,80.77481147
FRANKLIN,2019,IA,81.74494278
FREMONT,1968,IA,37.66834967
FREMONT,1969,IA,34.16809747
FREMONT,1970,IA,36.00911255
FREMONT,1971,IA,37.21653814
FREMONT,1972,IA,38.49516953
FREMONT,1973,IA,47.34248855
FREMONT,1974,IA,52.79246529
FREMONT,1975,IA,49.59062084
FREMONT,1976,IA,65.98919331
FREMONT,1977,IA,52.54961669
FREMONT,1978,IA,52.93628484
FREMONT,1979,IA,61.26793006
FREMONT,1980,IA,58.94619039
FREMONT,1981,IA,64.69717586
FREMONT,1982,IA,56.00858335
FREMONT,1983,IA,56.27998118
FREMONT,1984,IA,60.69391894
FREMONT,1985,IA,62.02267686
FREMONT,1986,IA,56.58195043
FREMONT,1987,IA,59.82085929
FREMONT,1988,IA,64.79320115
FREMONT,1989,IA,63.60385145
FREMONT,1990,IA,59.76530072
FREMONT,1991,IA,59.48779745
FREMONT,1992,IA,59.69823163
FREMONT,1993,IA,54.94466329
FREMONT,1994,IA,70.09148828
FREMONT,1995,IA,57.33299975
FREMONT,1996,IA,69.08361774
FREMONT,1997,IA,64.72028885
FREMONT,1998,IA,62.01455094
FREMONT,1999,IA,64.05129433
FREMONT,2000,IA,62.86984714
FREMONT,2001,IA,55.32761592
FREMONT,2002,IA,54.11933597
FREMONT,2003,IA,61.9693973
FREMONT,2004,IA,62.502796
FREMONT,2005,IA,67.12210433
FREMONT,2006,IA,61.72403496
FREMONT,2007,IA,74.77759005
FREMONT,2008,IA,73.35769372
FREMONT,2009,IA,67.80252208
FREMONT,2010,IA,53.42062497
FREMONT,2011,IA,60.56036169
FREMONT,2012,IA,56.63881307
FREMONT,2013,IA,54.23354015
FREMONT,2014,IA,48.11554364
FREMONT,2015,IA,49.13658853
FREMONT,2016,IA,52.24982741
FREMONT,2017,IA,53.15762469
FREMONT,2018,IA,48.07409026
FREMONT,2019,IA,48.64117638
GREENE,1968,IA,47.35210333
GREENE,1969,IA,46.51625855
GREENE,1970,IA,48.27116435
GREENE,1971,IA,48.05614925
GREENE,1972,IA,50.53258175
GREENE,1973,IA,57.55040739
GREENE,1974,IA,59.11520506
GREENE,1975,IA,57.95768915
GREENE,1976,IA,76.66248434
GREENE,1977,IA,67.81065273
GREENE,1978,IA,65.50384844
GREENE,1979,IA,77.09623484
GREENE,1980,IA,71.29946375
GREENE,1981,IA,75.55850672
GREENE,1982,IA,68.2316592
GREENE,1983,IA,66.25097977
GREENE,1984,IA,73.50609303
GREENE,1985,IA,76.67966888
GREENE,1986,IA,66.49328271
GREENE,1987,IA,71.63193634
GREENE,1988,IA,77.82667122
GREENE,1989,IA,72.94499746
GREENE,1990,IA,72.13199844
GREENE,1991,IA,67.21042217
GREENE,1992,IA,68.51526688
GREENE,1993,IA,59.76622927
GREENE,1994,IA,75.49697866
GREENE,1995,IA,63.56433592
GREENE,1996,IA,76.56332191
GREENE,1997,IA,66.02622663
GREENE,1998,IA,65.96487446
GREENE,1999,IA,69.01817379
GREENE,2000,IA,68.52577591
GREENE,2001,IA,59.24600521
GREENE,2002,IA,58.78702085
GREENE,2003,IA,67.81033979
GREENE,2004,IA,69.11644651
GREENE,2005,IA,74.58513004
GREENE,2006,IA,70.21468121
GREENE,2007,IA,85.41132713
GREENE,2008,IA,85.8480476
GREENE,2009,IA,74.97078575
GREENE,2010,IA,76.38312241
GREENE,2011,IA,96.55571589
GREENE,2012,IA,94.25653349
GREENE,2013,IA,92.61133095
GREENE,2014,IA,75.96863514
GREENE,2015,IA,77.31891943
GREENE,2016,IA,82.62542465
GREENE,2017,IA,84.24474134
GREENE,2018,IA,75.75634909
GREENE,2019,IA,76.66027273
GRUNDY,1968,IA,51.04364362
GRUNDY,1969,IA,52.57404539
GRUNDY,1970,IA,55.36736427
GRUNDY,1971,IA,52.9413086
GRUNDY,1972,IA,55.47231735
GRUNDY,1973,IA,59.67924923
GRUNDY,1974,IA,61.4366781
GRUNDY,1975,IA,58.79292822
GRUNDY,1976,IA,78.48515414
GRUNDY,1977,IA,72.56881634
GRUNDY,1978,IA,70.26599211
GRUNDY,1979,IA,82.39273368
GRUNDY,1980,IA,80.7801751
GRUNDY,1981,IA,85.46677775
GRUNDY,1982,IA,77.52379716
GRUNDY,1983,IA,73.60623466
GRUNDY,1984,IA,78.5380257
GRUNDY,1985,IA,87.0877086
GRUNDY,1986,IA,73.63471424
GRUNDY,1987,IA,78.90396321
GRUNDY,1988,IA,84.11012395
GRUNDY,1989,IA,77.51070936
GRUNDY,1990,IA,75.26154789
GRUNDY,1991,IA,70.40166553
GRUNDY,1992,IA,68.29061188
GRUNDY,1993,IA,62.3790529
GRUNDY,1994,IA,76.63157468
GRUNDY,1995,IA,63.40111664
GRUNDY,1996,IA,74.98320059
GRUNDY,1997,IA,66.52160715
GRUNDY,1998,IA,65.61789433
GRUNDY,1999,IA,64.77961378
GRUNDY,2000,IA,66.88507504
GRUNDY,2001,IA,55.79226529
GRUNDY,2002,IA,59.49211568
GRUNDY,2003,IA,65.17343992
GRUNDY,2004,IA,65.98186177
GRUNDY,2005,IA,77.37274118
GRUNDY,2006,IA,70.28037257
GRUNDY,2007,IA,91.87741207
GRUNDY,2008,IA,87.52494784
GRUNDY,2009,IA,81.36045616
GRUNDY,2010,IA,70.26366961
GRUNDY,2011,IA,91.51664489
GRUNDY,2012,IA,83.74651553
GRUNDY,2013,IA,83.86091289
GRUNDY,2014,IA,71.58492828
GRUNDY,2015,IA,75.99987176
GRUNDY,2016,IA,81.18019052
GRUNDY,2017,IA,82.73155231
GRUNDY,2018,IA,74.36725075
GRUNDY,2019,IA,75.25973525
GUTHRIE,1968,IA,26.27880214
GUTHRIE,1969,IA,18.81608274
GUTHRIE,1970,IA,19.16690801
GUTHRIE,1971,IA,21.37544905
GUTHRIE,1972,IA,23.07814478
GUTHRIE,1973,IA,36.87293833
GUTHRIE,1974,IA,43.62199858
GUTHRIE,1975,IA,38.15693561
GUTHRIE,1976,IA,49.07513569
GUTHRIE,1977,IA,33.81354731
GUTHRIE,1978,IA,31.8490725
GUTHRIE,1979,IA,38.15618328
GUTHRIE,1980,IA,39.5866629
GUTHRIE,1981,IA,42.3377085
GUTHRIE,1982,IA,37.11037048
GUTHRIE,1983,IA,39.86600643
