CountyName,Year,corng_pa,corng_y,corng_ha,soy_pa,soy_y,soy_ha
DES MOINES,2015,70800,176,69500,64500,54.5,64200
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653407.5934153051 4508011.723914184, 653446.7813200682 4507985.724175009, 653395.4681457246 4508034.723859081, 653323.0922628419 4508105.72342723, 653359.9052029727 4508069.723567156, 653273.1540921959 4508145.723102319
DES MOINES,2016,71200,210,70000,63900,60.4,63600
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653407.5934153051 4508011.723914184, 653446.7813200682 4507985.724175009, 653395.4681457246 4508034.723859081, 653323.0922628419 4508105.72342723, 653359.9052029727 4508069.723567156, 653273.1540921959 4508145.723102319
DES MOINES,2017,71900,200.1,71000,63200,59.6,62800
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653407.5934153051 4508011.723914184, 653446.7813200682 4507985.724175009, 653395.4681457246 4508034.723859081, 653323.0922628419 4508105.72342723, 653359.9052029727 4508069.723567156, 653273.1540921959 4508145.723102319
DES MOINES,2018,70500,195.4,69400,68700,63.8,68200
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653407.5934153051 4508011.723914184, 653446.7813200682 4507985.724175009, 653395.4681457246 4508034.723859081, 653323.0922628419 4508105.72342723, 653359.9052029727 4508069.723567156, 653273.1540921959 4508145.723102319
DES MOINES,2019,69000,176.9,68300,62300,55.1,61700
 653819.1571128177 4508249.723577512, 653845.6575812759 4508213.723839103, 653407.5934153051 4508011.723914184, 653446.7813200682 4507985.724175009, 653395.4681457246 4508034.723859081, 653323.0922628419 4508105.72342723, 653359.9052029727 4508069.723567156, 653273.1540921959 4508145.723102319
DICKINSON,1968,77300,85.7,70000,91400,21.8,53700
DICKINSON,1969,80000,103,70000,87700,31.6,52000
DICKINSON,1970,80000,90.5,72100,84000,29.2,55700
DICKINSON,1971,95600,96.4,87900,80300,29.5,55000
DICKINSON,1972,84700,110.5,77000,76600,37,55600
DICKINSON,1973,94400,107.2,86000,72900,35,72700
DICKINSON,1974,102000,60.2,89200,69200,26.1,68900
DICKINSON,1975,103700,87.6,93500,71900,31.3,71400
DICKINSON,1976,103500,67.1,90500,70100,26.3,69800
DICKINSON,1977,98600,97,87700,72600,33.9,72500
DICKINSON,1978,105000,120,95000,77300,37.5,76000
DICKINSON,1979,105000,121.9,96000,80800,35.7,80700
DICKINSON,1980,102000,125.5,94000,83600,40,83500
DICKINSON,1981,107000,131.1,103000,77800,37.1,77600
DICKINSON,1982,100000,118.1,94900,81100,34.5,79900
DICKINSON,1983,59000,84.5,56000,73400,34.1,73300
DICKINSON,1984,94000,114.7,89300,73900,31.7,73300
DICKINSON,1985,100000,123.9,95700,72100,33.5,71800
DICKINSON,1986,84000,138.5,81900,73600,39.3,73400
DICKINSON,1987,70000,133.3,67600,73600,41.3,73000
DICKINSON,1988,80000,106.4,75800,74300,33.6,74000
DICKINSON,1989,88000,136.2,85400,73500,40.7,73400
DICKINSON,1990,88000,128.3,85900,71600,41.5,71000
DICKINSON,1991,81000,120.3,78400,81000,39.5,80500
DICKINSON,1992,90000,135,87600,74000,40.8,73800
DICKINSON,1993,81000,55.6,45500,78000,16.5,71700
DICKINSON,1994,90000,145.3,86800,80000,47.5,79800
DICKINSON,1995,84000,125.6,80800,77000,44.1,76800
DICKINSON,1996,89000,141.5,87100,86000,45.8,85800
DICKINSON,1997,83900,128.8,80600,84500,41,83800
DICKINSON,1998,86300,152,84200,90100,50.3,89400
DICKINSON,1999,87000,150.7,84800,88000,43.6,87900
DICKINSON,2000,89000,150.9,86100,86000,45.5,85900
DICKINSON,2001,87000,129.7,84500,95000,40.2,93100
DICKINSON,2002,90500,144.5,86500,82000,45.9,81700
DICKINSON,2003,89000,160.6,85000,87000,34.9,86700
DICKINSON,2004,93000,188.8,90000,83000,44.4,82700
DICKINSON,2005,93000,170.4,90000,82500,49.2,82100
DICKINSON,2006,91000,159,89500,82500,48.1,82200
DICKINSON,2007,97500,165.8,95700,75000,51,74800
DICKINSON,2008,89000,168,87500,82500,44,82300
DICKINSON,2009,94000,185.3,93000,83000,49.5,82500
DICKINSON,2010,92500,181,91000,87000,50.2,86500
DICKINSON,2011,99000,169.3,97300,79200,48.1,78600
DICKINSON,2012,97500,160.9,95400,80300,48.2,80100
DICKINSON,2013,99000,162.4,93000,73700,44.7,73400
DICKINSON,2014,94500,157.9,92300,80100,44,79600
DICKINSON,2015,93500,194.5,91700,79300,56.4,79000
DICKINSON,2016,92000,188,89000,79800,56.1,79500
DICKINSON,2017,91000,196.2,89800,80400,57.7,80000
DICKINSON,2018,90000,160.4,86800,86200,49.8,85000
DICKINSON,2019,94000,170,91700,75600,51.3,75100
DUBUQUE,1968,97400,98.7,91000,6400,35.3,1500
DUBUQUE,1969,97000,94,85000,5900,27.5,2000
DUBUQUE,1970,102900,94.6,96000,5400,40,1900
DUBUQUE,1971,110400,99.4,103000,4900,32.6,1900
DUBUQUE,1972,106600,105,96800,4400,31.1,1900
DUBUQUE,1973,115300,100,103900,3900,35,3800
DUBUQUE,1974,118700,84.8,103600,3400,26.4,3300
DUBUQUE,1975,117100,99.7,103400,2700,33.3,2700
DUBUQUE,1976,124600,95.5,106600,2300,26.5,2300
DUBUQUE,1977,124000,103.6,112500,1400,39.3,1400
DUBUQUE,1978,126000,113.9,115000,2100,32.5,2000
DUBUQUE,1979,133000,129.8,124000,2300,39.1,2300
DUBUQUE,1980,135000,122,127000,2400,45.8,2400
DUBUQUE,1981,140000,123.8,132000,2800,43.6,2800
DUBUQUE,1982,139000,129.5,129000,2800,37.5,2800
DUBUQUE,1983,105000,95.6,93200,2700,33.7,2700
DUBUQUE,1984,130000,124.4,121000,3100,40,3100
DUBUQUE,1985,134000,120.1,121200,2900,36.6,2900
DUBUQUE,1986,122000,147.5,114100,3000,44.7,3000
DUBUQUE,1987,111000,131.2,103500,4000,49,4000
DUBUQUE,1988,116000,64.2,88400,5300,26.9,5200
DUBUQUE,1989,121000,108.6,111500,5400,40,5400
DUBUQUE,1990,120000,136.5,113000,4600,47.1,4500
DUBUQUE,1991,123000,130,116200,4800,45.2,4800
DUBUQUE,1992,129000,134.4,121400,6000,40.5,6000
DUBUQUE,1993,125000,84.8,103500,7000,36.2,6900
DUBUQUE,1994,125000,149.8,113300,8000,49.4,8000
DUBUQUE,1995,125000,119.3,115100,9000,45.9,9000
DUBUQUE,1996,131000,147.5,123000,14000,51.3,14000
DUBUQUE,1997,130200,138.5,119200,21300,50.4,20600
DUBUQUE,1998,130700,156.7,123200,24800,53.6,24700
DUBUQUE,1999,124000,150.6,118800,34000,56,33900
DUBUQUE,2000,124000,151.3,117900,37000,53.3,36900
DUBUQUE,2001,115000,157.9,108500,44000,48.2,43600
DUBUQUE,2002,115800,173.7,106500,37000,51.8,36900
DUBUQUE,2003,124000,157.1,112000,37000,34,36900
DUBUQUE,2004,127000,183,118000,35000,49.9,34600
DUBUQUE,2005,131000,183,122000,34500,59.7,34300
DUBUQUE,2006,128000,182.6,118200,34000,55.7,33800
DUBUQUE,2007,138500,182,127000,26700,54.2,26600
DUBUQUE,2008,135500,158,120000,33500,44.5,33200
DUBUQUE,2009,137500,183.8,124500,34000,51,33200
DUBUQUE,2010,141000,170.4,131000,33400,54.3,32700
DUBUQUE,2011,149500,185.1,141100,31400,59.1,31100
DUBUQUE,2012,150500,149.4,140400,34000,54.2,33900
DUBUQUE,2013,149500,196,136900,34200,57.2,34100
DUBUQUE,2014,146000,184.9,133900,38300,55.1,38100
DUBUQUE,2015,150500,197,137600,38000,59.1,37800
DUBUQUE,2016,151500,211.5,144600,39200,57.8,39100
DUBUQUE,2017,151500,215.1,134100,40600,59.6,40400
DUBUQUE,2018,149000,211.8,141400,41200,62,40900
DUBUQUE,2019,151000,216.4,141300,36500,60.2,36100
EMMET,1968,86000,106.6,82000,144000,28.5,68000
EMMET,1969,85000,106,77000,134500,32.1,68000
EMMET,1970,88800,102,84200,125000,32,72000
EMMET,1971,108100,108.6,103100,115500,33.5,66700
EMMET,1972,92100,116.8,86900,106000,38,71200
EMMET,1973,97200,118.6,92100,96500,38,96100
EMMET,1974,109800,89.8,102600,87000,30.8,86600
EMMET,1975,110800,100.6,104100,87700,34.9,87400
EMMET,1976,114400,80,106200,81300,30,81100
EMMET,1977,110000,108.2,102200,91400,38.7,91300
EMMET,1978,110000,125.5,104000,94200,39,94000
EMMET,1979,113000,127.4,106000,98200,32,96800
EMMET,1980,115000,139.1,110000,97300,41.1,97300
EMMET,1981,117000,143.7,113000,91700,38.8,91400
EMMET,1982,122000,125.2,118000,96000,36.9,95700
EMMET,1983,79000,89,76200,92000,37.4,91900
EMMET,1984,125000,101.9,118700,94700,30,93100
EMMET,1985,131000,133.1,127400,92700,36.1,92400
EMMET,1986,111000,147.9,109600,93800,42.8,93400
EMMET,1987,81000,142.9,79900,89100,45,88700
EMMET,1988,94000,111.6,93100,90700,35,90300
EMMET,1989,103000,139.8,101700,90500,41.7,90300
EMMET,1990,104000,134.5,102600,89700,44.6,89200
EMMET,1991,99000,118,96800,98000,35.2,97400
EMMET,1992,109000,147.5,107900,89000,43.2,88800
EMMET,1993,99000,53.4,52600,91000,14.6,81700
EMMET,1994,111000,153.9,108900,96000,47.4,95800
EMMET,1995,108000,128,106600,97000,44.1,96700
EMMET,1996,110000,145.1,108900,94000,42.2,93800
EMMET,1997,101100,144.9,98900,102800,43.4,102000
EMMET,1998,107400,154.7,106200,102000,48.1,101700
EMMET,1999,113000,148.6,111500,105000,40.2,104900
EMMET,2000,117000,156.4,114800,103000,43,102700
EMMET,2001,111000,131.1,108800,114000,39.6,111900
EMMET,2002,117000,153.7,114500,98000,45.5,97800
EMMET,2003,117000,165.9,114500,100000,35.2,99600
EMMET,2004,123000,181.8,121000,96000,43.9,95200
EMMET,2005,118000,182.7,116000,101500,50.1,101100
EMMET,2006,123000,165.9,121900,94500,49.6,94300
EMMET,2007,133500,175.7,132100,85000,52.7,84900
EMMET,2008,122000,168,119500,96000,45,95800
EMMET,2009,115000,190.1,114000,95000,50.5,94300
EMMET,2010,116000,183.1,114500,91500,51,91000
EMMET,2011,119500,169.6,118100,86700,49.7,86100
EMMET,2012,119000,166.6,117600,89000,46.5,88700
EMMET,2013,121000,166.4,119400,82800,40.9,82300
EMMET,2014,120500,165,119000,88900,42.3,88400
EMMET,2015,122500,203.3,120300,89200,58.1,88800
EMMET,2016,124500,198.5,122200,86200,58.5,85800
EMMET,2017,119500,210.1,118300,90600,58.9,90000
EMMET,2018,110500,155.8,108400,90300,46.7,88000
EMMET,2019,113250,171,111050,87700,51,86200
FAYETTE,1968,135400,94.9,126000,122500,30,40800
FAYETTE,1969,132000,94,113000,114300,27.3,48000
FAYETTE,1970,134000,95.7,123700,106100,34.2,47600
FAYETTE,1971,148200,100.4,138000,97900,28.3,45800
FAYETTE,1972,143600,109.8,132300,89700,31,57700
FAYETTE,1973,157000,109.3,144600,81500,32,81100
FAYETTE,1974,172900,93.7,158200,73300,29,72500
FAYETTE,1975,174400,93.8,157700,65500,31.7,65400
FAYETTE,1976,187600,97.3,170300,56500,32.1,56200
FAYETTE,1977,185400,113,171200,69700,37.8,69500
FAYETTE,1978,186000,120.1,174000,76300,36.8,76000
FAYETTE,1979,190000,132.4,179000,86400,35.4,86200
FAYETTE,1980,198000,125.5,188000,88000,40.7,87900
FAYETTE,1981,202000,132.8,192400,80900,37,79700
FAYETTE,1982,194000,116.5,181800,76700,34.4,75900
FAYETTE,1983,129000,106.8,117200,72200,36.6,71900
FAYETTE,1984,191000,115.8,182000,77300,33,77300
FAYETTE,1985,196000,122.5,187000,74400,38.3,73800
FAYETTE,1986,175000,143.6,169700,77100,42.4,76800
FAYETTE,1987,151000,141.6,145600,71200,47.1,70900
FAYETTE,1988,169000,79,153600,71100,30.1,70400
FAYETTE,1989,198000,123.1,185600,68300,41.8,68200
FAYETTE,1990,201000,135.9,194300,67800,44.7,67500
FAYETTE,1991,200000,136.6,194400,75400,45.5,75100
FAYETTE,1992,207000,143.9,200900,74000,43.1,73800
FAYETTE,1993,190000,80.4,173900,81000,33.3,79000
FAYETTE,1994,199000,143.8,191800,85000,49.5,84800
FAYETTE,1995,197000,129.1,190500,89000,51.5,88700
FAYETTE,1996,204000,132.9,196200,103000,45.7,102800
FAYETTE,1997,187600,142.1,178300,116000,47.5,113900
FAYETTE,1998,193300,154.3,185000,116900,53.7,116600
FAYETTE,1999,181000,153.2,168300,131000,46.1,130800
FAYETTE,2000,182000,146.7,171600,129000,50.3,128800
FAYETTE,2001,168000,160.2,157300,143000,42,142300
FAYETTE,2002,172100,175.6,164000,127000,50.9,126600
FAYETTE,2003,176000,153.3,167000,130000,25.2,129300
FAYETTE,2004,182000,166.7,173000,123000,47.3,122500
FAYETTE,2005,186000,189.8,177000,123500,58.7,122800
FAYETTE,2006,183000,173.9,174500,124500,52.8,123800
FAYETTE,2007,209000,171.3,198200,96100,50.6,96000
FAYETTE,2008,195500,167,183000,112500,45,111000
FAYETTE,2009,189000,158.6,167500,116000,43,112000
FAYETTE,2010,193000,166.5,185000,107500,52.6,107000
FAYETTE,2011,203000,186.6,197900,103000,57.9,102400
FAYETTE,2012,207000,151,198200,104000,50.6,103600
FAYETTE,2013,188000,181.2,178000,108500,50,108100
FAYETTE,2014,196000,170.9,190700,112000,49.5,111400
FAYETTE,2015,190000,191.8,178500,120000,56.3,119600
FAYETTE,2016,196000,202.5,190000,108500,62.3,108100
FAYETTE,2017,191000,207.6,184200,115500,56.3,114800
FAYETTE,2018,191500,200.1,185400,109000,56.5,108100
FAYETTE,2019,202000,200.5,198300,98700,55.5,97900
FLOYD,1968,103000,98.2,98000,84300,30.3,65100
FLOYD,1969,103000,96,91000,86600,29.4,68000
FLOYD,1970,102300,102.2,98100,88900,34.2,70200
FLOYD,1971,118600,101.9,113400,91200,30,68000
FLOYD,1972,108300,114.5,104000,93500,32,75500
FLOYD,1973,117300,104.1,112300,95800,31.5,95500
FLOYD,1974,131600,71.3,121100,98100,24.7,92400
FLOYD,1975,132800,78.8,124000,89700,29.6,89500
FLOYD,1976,139500,89,130700,86400,29.6,86200
FLOYD,1977,130000,110.2,123000,91400,37.8,91200
FLOYD,1978,132000,116.7,126000,97300,36.1,97000
FLOYD,1979,132000,131.3,128000,105700,33.2,104500
FLOYD,1980,136000,126.3,133000,105300,34.5,105200
FLOYD,1981,142000,129.4,138000,108000,32.4,105600
FLOYD,1982,138000,119.7,134200,110000,33.4,109700
FLOYD,1983,83000,97.3,80300,106000,36,105800
FLOYD,1984,142000,115.7,139600,111000,31.9,110700
FLOYD,1985,143000,131.2,140000,104000,33.6,102900
FLOYD,1986,128000,140.9,124900,108000,39.3,107800
FLOYD,1987,111000,131.7,109100,93100,43.1,92800
FLOYD,1988,114000,83.8,112000,97100,29.9,95800
FLOYD,1989,131000,83.3,127900,96400,27.7,96300
FLOYD,1990,135000,138.7,132200,93500,44.8,93100
FLOYD,1991,133000,124.6,130800,96200,40,95400
FLOYD,1992,142000,144.3,140000,92000,43,91800
FLOYD,1993,129000,73,121100,97000,30.4,96100
FLOYD,1994,139000,142.5,136800,101000,47.2,100700
FLOYD,1995,134000,125,128600,103000,47.6,102400
FLOYD,1996,138000,141.6,135400,108000,42.6,107800
FLOYD,1997,140400,141.4,137500,118200,44.4,118000
FLOYD,1998,141500,163.7,139700,118900,52.2,118600
FLOYD,1999,136000,152.4,130500,120000,43.2,119900
FLOYD,2000,136000,142.5,132600,118000,47.4,117600
FLOYD,2001,128000,149.1,124700,123000,42.3,122000
FLOYD,2002,129400,172.2,126000,116000,47.8,115700
FLOYD,2003,133000,153.1,128000,116000,26.2,115500
FLOYD,2004,137000,177.4,133000,113000,45.4,112300
FLOYD,2005,140000,184.2,136000,111500,53.4,110900
FLOYD,2006,137000,165,132700,112000,49.9,111600
FLOYD,2007,160500,170.1,156600,88500,52.2,88400
FLOYD,2008,147000,171,141000,103000,44.5,102700
FLOYD,2009,145500,174,143000,102000,48,101700
FLOYD,2010,148000,177.8,145500,100000,53,99800
FLOYD,2011,150500,181.1,147600,94500,52.5,93900
FLOYD,2012,152000,123.2,146400,92300,41.1,91800
FLOYD,2013,128500,170,123800,89800,46.9,89500
FLOYD,2014,150000,162.8,143900,95600,47.6,95200
FLOYD,2015,139500,196.5,135300,107000,58,106500
FLOYD,2016,150500,196.3,144800,95100,57.5,94400
FLOYD,2017,140500,203.4,137400,107500,54.1,106800
FLOYD,2018,141000,184.4,136200,96700,49.8,95900
FLOYD,2019,144000,202.9,137900,90200,54.3,89500
FRANKLIN,1968,139400,105.4,134000,195500,34,81200
FRANKLIN,1969,141000,104,123000,180700,34.1,77000
FRANKLIN,1970,133800,100.4,127400,165900,35.1,82100
FRANKLIN,1971,156300,113,150500,151100,35.4,80900
FRANKLIN,1972,139100,121.8,133000,136300,36,90500
FRANKLIN,1973,148900,113.4,142200,121500,35,120900
FRANKLIN,1974,164100,99.5,156400,106700,32,106100
FRANKLIN,1975,177300,105.6,169400,104600,37.7,104400
FRANKLIN,1976,179000,103.6,169900,97800,35,97500
FRANKLIN,1977,171200,86.8,159900,112700,35.4,112500
FRANKLIN,1978,176000,120.4,167000,116600,36.9,116000
FRANKLIN,1979,176000,132.2,171000,126600,38.3,126500
FRANKLIN,1980,183000,131.8,179000,124400,39.9,124300
FRANKLIN,1981,187000,133.9,183200,120000,35.7,115800
FRANKLIN,1982,185000,127.6,180100,125000,37.6,124300
FRANKLIN,1983,110000,108.1,106800,121000,38.4,120700
FRANKLIN,1984,170000,117.3,165900,130000,34.2,129100
FRANKLIN,1985,175000,140.3,173300,129000,38.6,128300
FRANKLIN,1986,149000,148.1,148100,139000,43.4,138700
FRANKLIN,1987,133000,141.4,131500,117000,45.2,116700
FRANKLIN,1988,148000,110.5,146800,123000,33.7,122100
FRANKLIN,1989,171000,128,169500,124000,40.3,124000
FRANKLIN,1990,173000,130.8,169900,118000,40.5,115700
FRANKLIN,1991,147000,117.3,144900,145000,36.7,143900
FRANKLIN,1992,185000,158.9,183400,116000,44.5,115700
FRANKLIN,1993,166000,65.7,159500,125000,26.1,122400
FRANKLIN,1994,181000,148.5,179300,126000,47.9,125500
FRANKLIN,1995,175000,132.2,173800,127000,47.5,126600
FRANKLIN,1996,180000,152.2,178200,124000,44.7,123800
FRANKLIN,1997,164000,135.5,161800,146900,41.8,143000
FRANKLIN,1998,165600,146.6,163900,146600,50.6,146200
FRANKLIN,1999,166000,149.3,162000,147000,43.7,144800
FRANKLIN,2000,169000,146.1,166600,148000,45,147700
FRANKLIN,2001,164000,153.3,161500,153000,43.3,152000
FRANKLIN,2002,166800,171.3,164000,144000,47.5,143600
FRANKLIN,2003,172000,168.6,169000,141000,31.7,140300
FRANKLIN,2004,180000,190.5,177500,134000,47.5,133500
FRANKLIN,2005,188000,185.2,185000,124500,51.5,123900
FRANKLIN,2006,186500,177.6,184600,124000,52.5,123600
FRANKLIN,2007,219500,176.6,217500,93500,50.7,93400
FRANKLIN,2008,211000,167,200000,106000,45,105300
FRANKLIN,2009,205000,167,203500,110000,49.5,109600
FRANKLIN,2010,199500,168,198000,115000,50.3,114500
FRANKLIN,2011,210000,189.7,208500,107000,52.4,106300
FRANKLIN,2012,216500,150,213000,98700,44.5,98200
FRANKLIN,2013,195500,179.6,192100,101500,46,101100
FRANKLIN,2014,208000,165.8,205000,109000,47.4,108400
FRANKLIN,2015,198500,200.2,194500,116500,57.8,115900
FRANKLIN,2016,214000,204.8,212000,98100,60.5,97600
FRANKLIN,2017,201000,206.1,199500,114000,57,113300
FRANKLIN,2018,203000,204.3,193800,109500,58.5,108100
FRANKLIN,2019,207500,202.7,205000,99300,54.1,98500
FREMONT,1968,95700,65,91000,90900,31.1,52400
FREMONT,1969,94000,100,92000,88700,36.5,53000
FREMONT,1970,99800,92.7,97900,86500,35.1,59000
FREMONT,1971,120500,102.4,118100,84300,31,59700
FREMONT,1972,104400,117.9,101500,82100,38,59100
FREMONT,1973,115800,108.3,112300,79900,33,78700
FREMONT,1974,126800,50.7,118600,77700,29.5,77500
FREMONT,1975,119100,71.5,114600,83500,31.2,83300
FREMONT,1976,122700,103.5,118700,77800,33.1,77500
FREMONT,1977,125200,55,122000,91300,34.3,90500
FREMONT,1978,122000,95.4,120000,103600,32.2,100000
FREMONT,1979,122000,116.7,120000,110300,37.8,108500
FREMONT,1980,115000,93.8,112000,114100,37,113300
FREMONT,1981,115000,120.1,112500,108000,42.8,108000
FREMONT,1982,103000,94.7,100700,117000,32.5,114500
FREMONT,1983,71000,85.2,69200,101000,35.6,97900
FREMONT,1984,109000,96.5,104000,102000,23.6,96900
FREMONT,1985,120000,122.1,118700,104000,40.5,103600
FREMONT,1986,104000,143.2,103100,110000,44.9,106700
FREMONT,1987,92000,118.3,87500,110000,39.6,107600
FREMONT,1988,100000,112,99100,109000,32.7,108400
FREMONT,1989,115000,122.1,114200,107000,32.3,105400
FREMONT,1990,114000,115.2,112500,107000,35.8,104000
FREMONT,1991,112000,128.3,110600,108000,41.6,106100
FREMONT,1992,119000,155.3,118400,105000,43.6,104700
FREMONT,1993,107000,79.4,81800,103000,34.2,67000
FREMONT,1994,116000,143,115400,109000,48.7,108800
FREMONT,1995,87000,110,86100,117000,34.9,116600
FREMONT,1996,120000,136.1,119000,119000,42.1,118500
FREMONT,1997,114500,136,113700,120700,43.4,119700
FREMONT,1998,124500,133.8,117900,116900,39.7,112600
FREMONT,1999,111000,133.7,109400,114000,42.3,113700
FREMONT,2000,111000,139.5,109400,121000,41.7,120600
FREMONT,2001,106000,143.3,104400,114000,47.8,112900
FREMONT,2002,118000,96.6,116000,113000,37.7,112300
FREMONT,2003,112000,132.9,111000,115000,34.7,114400
FREMONT,2004,116000,188.4,115000,112000,51.1,111600
FREMONT,2005,112000,161.3,111000,112000,48.5,111400
FREMONT,2006,112000,146.3,111600,114500,48.4,113900
FREMONT,2007,122000,150.7,120900,108500,51,107700
FREMONT,2008,108500,147,102500,113500,41.5,110500
FREMONT,2009,121000,187.3,120800,107500,56,107000
FREMONT,2010,109500,152.7,104500,110500,47,107900
FREMONT,2011,118500,155.6,95800,103000,45.1,86000
FREMONT,2012,117500,131.2,115700,108500,41.4,108100
FREMONT,2013,119500,159.9,116900,111500,47.9,111000
FREMONT,2014,119500,191.5,118100,113500,55.5,111700
FREMONT,2015,113500,179.9,111800,106500,52.1,105700
FREMONT,2016,120000,180.8,118800,106500,55.5,106000
FREMONT,2017,113000,204.5,112800,115500,60.1,114800
FREMONT,2018,116500,195.1,113500,112500,50.6,110900
FREMONT,2019,115750,195,113750,110250,53,108950
GREENE,1968,134400,102.1,130000,176300,35.2,105300
GREENE,1969,132000,106,122000,167400,32.9,105000
GREENE,1970,135200,93.4,130000,158500,33.7,109100
GREENE,1971,149100,93.2,143300,149600,30,102100
GREENE,1972,136200,131.1,130600,140700,39,106700
GREENE,1973,148700,112.4,143200,131800,34,130100
GREENE,1974,166000,89,157700,122900,29.8,122100
GREENE,1975,169800,95.3,161600,123200,36.1,122900
GREENE,1976,172700,93.6,164100,120300,29.8,120100
GREENE,1977,166700,37.8,144800,129000,25.5,128500
GREENE,1978,160000,119.6,153000,128200,43,128000
GREENE,1979,164000,141.4,157000,136800,41,136500
GREENE,1980,170000,112.9,163000,135500,41.9,135400
GREENE,1981,161000,136.2,155800,130000,44.4,129700
GREENE,1982,157000,127.3,151500,139000,39.5,138600
GREENE,1983,93000,104.4,89700,133000,39.7,132800
GREENE,1984,135000,121.2,132200,145000,34.7,143500
GREENE,1985,138000,132,136800,135000,41.1,134200
GREENE,1986,127000,138.4,125900,141000,42.7,139800
GREENE,1987,110000,147.1,108600,141000,47,139200
GREENE,1988,125000,99.6,123800,143000,27.8,142400
GREENE,1989,147000,127.7,145600,143000,40.2,142800
GREENE,1990,152000,121.3,145400,138000,40,134100
GREENE,1991,148000,124.6,146100,145000,40.1,144500
GREENE,1992,156000,169.2,154600,141000,47.6,140800
GREENE,1993,145000,84.1,140400,146000,32.3,141500
GREENE,1994,161000,160.9,159500,145000,52.7,144700
GREENE,1995,153000,140.6,151600,147000,48.3,146600
GREENE,1996,161000,149.1,159300,143000,48.5,142700
GREENE,1997,153500,141.3,151800,151400,45.9,150200
GREENE,1998,152600,143.8,150900,149500,46.2,148900
GREENE,1999,156000,148.5,154400,153000,43.8,152600
GREENE,2000,160000,147,157700,150000,39.3,149600
GREENE,2001,156000,140.7,153700,154000,42.1,153100
GREENE,2002,157000,165.2,155000,147000,48.5,146600
GREENE,2003,155000,169.3,153000,149000,36.9,148100
GREENE,2004,160000,186.7,159000,143000,49,142200
GREENE,2005,161000,185.3,160000,143500,53.9,142900
GREENE,2006,160500,170.6,160000,143000,48,142200
GREENE,2007,187000,179.9,185900,119000,52.8,118800
GREENE,2008,183500,159,178500,123000,46.5,122100
GREENE,2009,175500,188.1,174000,126500,53.5,126200
GREENE,2010,176000,167.3,173500,122500,48.1,122000
GREENE,2011,182000,183.4,179900,120000,51,119500
GREENE,2012,188500,124.6,184700,111500,38.3,111100
GREENE,2013,185500,137.9,179600,112500,36.5,111700
GREENE,2014,175000,181.2,171100,124000,52.2,123000
GREENE,2015,173500,189,170700,125000,53.6,124400
GREENE,2016,180000,205.5,177300,117000,63.5,116500
GREENE,2017,170500,202.2,167600,128000,56.7,127300
GREENE,2018,166500,201.3,164700,129000,55.5,127400
GREENE,2019,176500,201.4,174900,119500,54.2,118700
GRUNDY,1968,133400,108.2,130000,153400,37.6,68200
GRUNDY,1969,135000,99,123000,143100,34.6,70000
GRUNDY,1970,134500,101.3,129900,132800,38.5,71500
GRUNDY,1971,145300,112.5,140700,122500,36.2,68700
GRUNDY,1972,131600,125,126100,112200,39,76900
GRUNDY,1973,135800,114.4,130000,101900,38,101600
GRUNDY,1974,150200,106.4,145000,91600,34.8,91200
GRUNDY,1975,158100,108.9,152000,88600,39.7,88400
GRUNDY,1976,169100,109,163000,83700,36.3,83600
GRUNDY,1977,162000,97.7,151700,89200,38,89100
GRUNDY,1978,161000,119.4,155000,100600,42.2,100000
GRUNDY,1979,156000,137.3,150000,107100,41.5,106800
GRUNDY,1980,161000,122.4,152000,105000,43.6,104900
GRUNDY,1981,168000,131.7,159500,101000,42.4,100700
GRUNDY,1982,163000,130.4,158900,105000,41.4,104600
GRUNDY,1983,104000,118,101200,107000,43,107000
GRUNDY,1984,158000,108.7,154200,120000,34.2,119700
GRUNDY,1985,158000,127.9,155300,117000,41.7,116500
GRUNDY,1986,145000,125.2,142300,120000,46,119700
GRUNDY,1987,131000,140.2,129400,108000,50.8,107600
GRUNDY,1988,143000,89.9,139900,104000,35.3,103500
GRUNDY,1989,163000,95.5,160300,107000,40.2,107000
GRUNDY,1990,162000,117.6,160500,110000,44.2,109700
GRUNDY,1991,153000,121.6,151400,123000,43.4,122500
GRUNDY,1992,165000,160.1,163500,118000,48.3,117700
GRUNDY,1993,152000,77.4,144100,125000,35.7,123400
GRUNDY,1994,164000,147.9,162600,128000,51.5,127100
GRUNDY,1995,162000,133.9,157200,126000,53.5,125800
GRUNDY,1996,162000,129.5,161200,117000,48.6,116800
GRUNDY,1997,155800,143,154400,141300,50.4,140100
GRUNDY,1998,154300,149.2,153600,139600,51.7,139300
GRUNDY,1999,155000,139.3,154000,144000,52.2,143900
GRUNDY,2000,155000,146.5,153500,143000,48.1,142600
GRUNDY,2001,153000,149.9,151500,146000,48.1,145200
GRUNDY,2002,154000,181.5,151500,143000,53.7,142400
GRUNDY,2003,156000,172.6,153500,140000,36.7,139400
GRUNDY,2004,154500,190.6,153500,138000,54.2,137600
GRUNDY,2005,157000,189.9,156000,133500,59.5,132900
