CountyName,Year,corng_pa,corng_y,corng_ha,soy_pa,soy_y,soy_ha
ADAIR,1968,76400,84,75000,54800,32.3,46400
ADAIR,1969,80000,90,77000,54700,31.2,44000
ADAIR,1970,84600,84.1,81500,54600,33.9,44400
ADAIR,1971,95700,97,92500,54500,33.3,43100
ADAIR,1972,85800,109,83500,54400,33,50400
ADAIR,1973,91600,104.1,88700,54300,32,53600
ADAIR,1974,104500,57.3,95300,54200,26.5,51600
ADAIR,1975,109400,64.6,101300,55500,27.7,55400
ADAIR,1976,113900,100.1,108800,52100,30.3,51900
ADAIR,1977,117600,50.1,109900,55000,31.4,54500
ADAIR,1978,115000,103.7,109000,55300,33.6,55000
ADAIR,1979,120000,114.7,116000,58800,34.5,58300
ADAIR,1980,120000,89.7,116000,59300,37.5,56500
ADAIR,1981,123000,121,120100,61400,43,61400
ADAIR,1982,119000,102.2,114900,62100,32.7,61900
ADAIR,1983,76000,77.3,73200,65200,35.1,65200
ADAIR,1984,117000,97.4,113500,63100,25.4,62900
ADAIR,1985,116000,127.9,111800,64300,39.5,64000
ADAIR,1986,105000,128.3,101900,69400,42,69200
ADAIR,1987,91000,128.4,89500,63400,43.9,63100
ADAIR,1988,99000,86.1,91700,68100,28.6,67800
ADAIR,1989,108000,131.4,105700,67900,38.4,67000
ADAIR,1990,114000,115.1,111700,66200,36.7,65800
ADAIR,1991,111000,126.4,109200,69400,42.4,68900
ADAIR,1992,114000,140,112400,70000,41.6,69800
ADAIR,1993,105000,76.8,98400,77000,31.4,76700
ADAIR,1994,110000,151,107800,77000,49.8,76900
ADAIR,1995,100000,85,98000,86000,30.7,85800
ADAIR,1996,107000,119.9,105000,96000,37.1,95800
ADAIR,1997,99500,120.1,96400,95900,40.1,94500
ADAIR,1998,104600,142.7,101300,95100,43.4,94500
ADAIR,1999,106000,139.3,103600,101000,42.2,100800
ADAIR,2000,105000,131.8,102700,102000,40,101800
ADAIR,2001,102000,127.3,99600,99000,39.2,98400
ADAIR,2002,108000,154.3,105000,97000,47.2,96300
ADAIR,2003,103500,131.3,100500,101000,28.1,100600
ADAIR,2004,108000,182.1,106000,98000,51.7,97700
ADAIR,2005,109000,159,106500,96500,48.8,96000
ADAIR,2006,104000,164.9,103300,101500,51,101000
ADAIR,2007,116500,160.7,115100,91000,53.3,90900
ADAIR,2008,104000,169,102000,106000,45.5,105300
ADAIR,2009,113500,179.3,112000,94500,51.5,93900
ADAIR,2010,105500,139.1,104500,102000,48.7,101300
ADAIR,2011,112000,152.8,109300,103500,50.3,101900
ADAIR,2012,110000,104.4,104500,105500,38.6,105200
ADAIR,2013,113000,137.8,109900,104000,36.8,103500
ADAIR,2014,109500,169.3,104300,106000,50,102700
ADAIR,2015,112000,176.5,107400,106500,55.1,106100
ADAIR,2016,115000,190.3,113800,107000,59.3,106700
ADAIR,2017,108500,175.2,104100,110500,50.5,109900
ADAIR,2018,108500,149.5,103100,106500,50.1,105700
ADAIR,2019,111500,176.6,107300,101500,53.3,100900
ADAMS,1968,55800,93.3,55000,27500,36.9,32400
ADAMS,1969,58000,89,56000,28200,29.7,31000
ADAMS,1970,59900,76.4,57800,28900,31.8,28300
ADAMS,1971,65100,96,63600,29600,31.9,27400
ADAMS,1972,59000,105.9,57400,30300,33,30400
ADAMS,1973,61600,101,59100,31000,31,30600
ADAMS,1974,67800,42.5,60800,31700,25.2,31600
ADAMS,1975,67100,57.6,62100,33800,29.9,33700
ADAMS,1976,71700,101.6,68300,30900,31.8,30700
ADAMS,1977,71900,60.8,68000,35300,31,35000
ADAMS,1978,70000,95.5,67000,36200,31.1,36000
ADAMS,1979,79000,116.4,73000,37500,35.8,37400
ADAMS,1980,84000,78.4,74000,40100,35.2,38900
ADAMS,1981,85000,119.6,79600,44100,40.1,44100
ADAMS,1982,73000,95.3,68300,47600,29.3,47500
ADAMS,1983,49000,60.1,45700,44500,26.9,44500
ADAMS,1984,63000,70,60800,49300,19.6,48600
ADAMS,1985,66000,126.1,64400,50200,38.5,50000
ADAMS,1986,59000,119.6,57900,52900,40,52500
ADAMS,1987,51000,125.8,49700,44200,40.8,44000
ADAMS,1988,56000,73.5,54900,42100,22.6,41900
ADAMS,1989,63000,110.1,60500,43700,35.5,43600
ADAMS,1990,64000,119.4,62500,41900,38.5,41700
ADAMS,1991,61000,133.7,60000,44100,40.8,44000
ADAMS,1992,64000,135.4,62900,44000,41.1,43800
ADAMS,1993,58000,79,53800,45000,33.1,44700
ADAMS,1994,63000,148.2,61100,45000,48.5,44900
ADAMS,1995,46000,87.3,44600,55000,28.7,54800
ADAMS,1996,66000,125.4,63100,53000,40,52900
ADAMS,1997,57300,119.9,55700,57000,42.3,56400
ADAMS,1998,64500,137.7,62100,56500,43.7,56300
ADAMS,1999,61000,128.1,59000,60000,39.4,59900
ADAMS,2000,64000,140,62300,60000,41.7,59800
ADAMS,2001,60000,120.3,58500,62000,40.7,61500
ADAMS,2002,66000,132.3,63500,59000,43.5,58600
ADAMS,2003,62000,122.2,59500,62000,27.5,61800
ADAMS,2004,65000,169.3,63500,62000,50.7,61800
ADAMS,2005,66000,157.1,64500,61000,50.2,60700
ADAMS,2006,65500,145.4,63800,61000,45.2,60800
ADAMS,2007,71000,153.4,69200,57000,51.5,56900
ADAMS,2008,65500,156,64000,63700,39,63200
ADAMS,2009,72000,168.1,71200,62500,51,62200
ADAMS,2010,71000,139.3,69000,65000,47.7,64200
ADAMS,2011,73000,151.7,71000,67800,46.9,66800
ADAMS,2012,73500,109.8,71500,68000,40.9,67800
ADAMS,2013,74500,147.6,71100,70100,44.1,69800
ADAMS,2014,75500,169.9,73900,70000,47.6,69700
ADAMS,2015,74400,169.6,72400,66800,50.3,66500
ADAMS,2016,74000,187.4,70800,69400,56.5,69200
ADAMS,2017,71500,179.9,67300,71500,52.6,71100
ADAMS,2018,71000,171.6,68900,69500,53.2,69000
ADAMS,2019,70500,172,68950,67500,54,66900
ALLAMAKEE,1968,58600,90.3,52000,8200,29.5,2100
ALLAMAKEE,1969,59000,101,51000,7600,28.3,3000
ALLAMAKEE,1970,62400,96.1,55900,7000,32.3,4000
ALLAMAKEE,1971,70700,100.2,62700,6400,26.1,3600
ALLAMAKEE,1972,66300,109.2,58400,5800,31,3900
ALLAMAKEE,1973,72500,108.3,63500,5200,31.6,5100
ALLAMAKEE,1974,82500,87.9,68600,4600,25.6,4500
ALLAMAKEE,1975,76500,97.7,63400,3700,28.6,3700
ALLAMAKEE,1976,80100,87.4,64900,3100,27,3000
ALLAMAKEE,1977,81300,118.5,69600,2100,38.1,2100
ALLAMAKEE,1978,85000,118,75000,3100,36.7,3000
ALLAMAKEE,1979,85000,124,75000,3300,36.4,3300
ALLAMAKEE,1980,85000,114.5,76000,3400,38.2,3400
ALLAMAKEE,1981,97000,127.2,88700,3800,38.4,3800
ALLAMAKEE,1982,94000,116.3,85800,4000,33,4000
ALLAMAKEE,1983,60000,109.6,51300,4200,37.6,4100
ALLAMAKEE,1984,85000,112.7,78600,4200,30.2,4200
ALLAMAKEE,1985,88000,114.6,81100,3900,32.4,3800
ALLAMAKEE,1986,80000,138.7,74000,4200,38.3,4200
ALLAMAKEE,1987,67000,136.2,62100,3600,43.9,3600
ALLAMAKEE,1988,66000,66.1,54500,6000,29.7,5900
ALLAMAKEE,1989,75000,122.2,65500,4700,42.3,4700
ALLAMAKEE,1990,75000,132.7,68400,4400,42,4400
ALLAMAKEE,1991,77000,132.6,71400,4900,43.3,4900
ALLAMAKEE,1992,78000,129.4,72700,5000,37.3,4800
ALLAMAKEE,1993,75000,83.2,63000,7000,35.7,6900
ALLAMAKEE,1994,77000,146.4,71200,8000,49,8000
ALLAMAKEE,1995,77000,117,71400,10000,43.7,10000
ALLAMAKEE,1996,83000,126.7,74500,12000,47.1,12000
ALLAMAKEE,1997,74900,135.3,67300,21200,45.7,19500
ALLAMAKEE,1998,74600,154.3,68900,22800,52.6,22600
ALLAMAKEE,1999,74000,151.4,67400,26000,47.3,26000
ALLAMAKEE,2000,73000,146.6,67200,28000,47.3,27900
ALLAMAKEE,2001,67000,150.3,60900,32000,41,31700
ALLAMAKEE,2002,71000,158.7,63000,27000,51,26800
ALLAMAKEE,2003,71000,142.7,62000,29000,31.7,28800
ALLAMAKEE,2004,70000,163.3,63000,30000,42.6,29900
ALLAMAKEE,2005,72000,177.4,65000,28000,56.8,27800
ALLAMAKEE,2006,69000,166.2,62100,31000,48.9,30700
ALLAMAKEE,2007,78000,167.1,71200,24000,48.4,23900
ALLAMAKEE,2008,77000,170,67500,33000,42,32800
ALLAMAKEE,2009,83000,179.6,73500,30500,45.5,30400
ALLAMAKEE,2010,86000,175.8,79500,32500,52.2,32400
ALLAMAKEE,2011,92500,173.3,86900,29900,52.1,29700
ALLAMAKEE,2012,96500,153.6,83300,30500,52.2,30400
ALLAMAKEE,2013,88500,162.1,78100,31700,50.7,31500
ALLAMAKEE,2014,94500,175.6,80400,30600,50.6,30400
ALLAMAKEE,2015,90000,175.4,82400,34600,54.1,34400
ALLAMAKEE,2016,92000,205.1,76700,32200,56.8,31800
ALLAMAKEE,2017,91500,190.5,76100,34700,52.6,34500
ALLAMAKEE,2018,93500,198.4,73700,32700,52.8,32400
ALLAMAKEE,2019,97500,187.2,83200,31750,56,31450
APPANOOSE,1968,35700,77.9,34000,72500,27.3,32800
APPANOOSE,1969,32000,83,29000,66500,27.4,33000
APPANOOSE,1970,35500,62.1,33700,60500,28.6,31600
APPANOOSE,1971,36900,83.3,34800,54500,29,31800
APPANOOSE,1972,34900,103.9,33000,48500,32,36100
APPANOOSE,1973,34900,91.8,33100,42500,28,42100
APPANOOSE,1974,39000,68.7,35700,36500,18.3,36300
APPANOOSE,1975,41900,73.3,39200,32300,28.4,32300
APPANOOSE,1976,41800,88.2,40100,29500,27.4,29400
APPANOOSE,1977,46000,60.6,39400,34200,30.7,34100
APPANOOSE,1978,40000,90.5,37000,37700,27,37000
APPANOOSE,1979,39000,116.2,37000,40600,33.7,40100
APPANOOSE,1980,42000,86.8,38000,41100,27.6,41000
APPANOOSE,1981,44000,107.6,41300,34700,31.4,33500
APPANOOSE,1982,37000,85,34600,30200,26,29000
APPANOOSE,1983,28000,19.1,19500,30600,20,30600
APPANOOSE,1984,36000,89.3,32000,31100,23.5,31100
APPANOOSE,1985,43000,119.9,42000,28400,35.8,27900
APPANOOSE,1986,36000,124.2,35400,29400,37.6,29200
APPANOOSE,1987,27000,110,26100,25800,38,25600
APPANOOSE,1988,32000,50.4,23500,26500,23.4,26100
APPANOOSE,1989,34000,83,29600,26000,28,25900
APPANOOSE,1990,32000,103.3,30500,25400,33,25000
APPANOOSE,1991,33000,90.4,31900,27000,31,26900
APPANOOSE,1992,34000,117.5,32900,25000,37.5,24900
APPANOOSE,1993,26000,64.5,21200,28000,27.4,27700
APPANOOSE,1994,32000,134.7,30300,25000,40.8,24900
APPANOOSE,1995,9000,68.1,7700,38000,30.1,37600
APPANOOSE,1996,27000,118.6,25800,29000,36.6,28900
APPANOOSE,1997,28800,125.8,27900,33000,42.1,32700
APPANOOSE,1998,26200,119.6,24800,36000,40.5,35800
APPANOOSE,1999,30000,113.6,28100,37000,35.2,36800
APPANOOSE,2000,30000,147.7,28500,39500,41.5,39300
APPANOOSE,2001,17000,110.1,15900,33000,41.2,32700
APPANOOSE,2002,27000,129.4,25500,39000,40.2,38900
APPANOOSE,2003,32000,125.7,30000,36000,31.2,35800
APPANOOSE,2004,32000,171.9,31000,35500,52.4,35300
APPANOOSE,2005,31000,150,30000,38000,44.2,37700
APPANOOSE,2006,27000,157.7,26400,40000,42.3,39700
APPANOOSE,2007,37500,152,36200,32500,45.6,32300
APPANOOSE,2008,25500,118,24500,44500,31,43900
APPANOOSE,2009,34500,153,33600,41000,43,40600
APPANOOSE,2010,33000,75.2,31500,38600,42.6,37700
APPANOOSE,2011,35700,120.1,33100,45500,43.1,44900
APPANOOSE,2012,36500,44.5,29800,50100,24.6,49600
APPANOOSE,2013,33800,109.1,31100,45400,29.5,45200
APPANOOSE,2014,34100,170.9,32600,45400,46.7,45200
APPANOOSE,2015,35000,154.3,33400,35400,48.2,35100
APPANOOSE,2016,31100,186.3,30600,45600,55.9,45400
APPANOOSE,2017,29800,170,28000,46200,50.7,46000
APPANOOSE,2018,30050,168,28650,47200,45.1,46700
APPANOOSE,2019,30300,166.8,29300,47250,42,46650
AUDUBON,1968,85700,78.5,76000,52400,31.8,30000
AUDUBON,1969,85000,99,78000,50400,32,27000
AUDUBON,1970,91500,74.9,81300,48400,31,28900
AUDUBON,1971,112000,94.3,101600,46400,30.5,26300
AUDUBON,1972,102100,109.2,92600,44400,34,32200
AUDUBON,1973,105500,103.1,96900,42400,31,41900
AUDUBON,1974,121400,61,108400,40400,27.2,40100
AUDUBON,1975,119800,70.5,108200,41300,31.5,41200
AUDUBON,1976,128800,77.7,115800,36300,28.2,36200
AUDUBON,1977,126500,62.5,110700,41700,33.3,41500
AUDUBON,1978,132000,107.8,122000,49200,39.6,49000
AUDUBON,1979,132000,120.2,124000,54000,37.5,53900
AUDUBON,1980,135000,90.6,128000,54000,35.4,53900
AUDUBON,1981,134000,115.4,127200,55600,43.8,55600
AUDUBON,1982,130000,112,123900,62000,36.7,61900
AUDUBON,1983,90000,89.6,85500,64200,36.9,64200
AUDUBON,1984,122000,101.6,117300,73800,30.7,73100
AUDUBON,1985,128000,130.6,125800,68300,39.8,68000
AUDUBON,1986,113000,126.1,110900,70800,40.8,70600
AUDUBON,1987,95000,133.5,93500,68300,44.8,68000
AUDUBON,1988,100000,91.7,98800,70700,32.3,70400
AUDUBON,1989,109000,132,107600,72400,40.9,72200
AUDUBON,1990,111000,122,109200,68600,40.1,68300
AUDUBON,1991,109000,132,107900,73100,44.9,72500
AUDUBON,1992,111000,147,109600,72000,44.8,71900
AUDUBON,1993,102000,80.6,97400,76000,34.7,74800
AUDUBON,1994,105000,151.1,103500,77000,52.3,76800
AUDUBON,1995,98000,118.2,96700,84000,45.5,83600
AUDUBON,1996,106000,131.9,105000,94000,41.9,93800
AUDUBON,1997,107900,129.1,106000,103200,45.1,102400
AUDUBON,1998,116300,137.1,114200,101000,43.3,100300
AUDUBON,1999,104000,131.6,102600,102000,39.4,101800
AUDUBON,2000,105000,136.2,103100,100000,40,99800
AUDUBON,2001,103000,129.1,101300,101000,39.9,100400
AUDUBON,2002,103000,151.5,101000,97000,47.7,96800
AUDUBON,2003,104000,137.4,101500,101000,30.8,100500
AUDUBON,2004,108000,179.6,106500,98500,51.7,98100
AUDUBON,2005,108000,172.1,107000,99500,55.2,99100
AUDUBON,2006,108000,173.9,107300,100000,51,99700
AUDUBON,2007,116500,160.7,115300,90000,53.1,89900
AUDUBON,2008,112000,181,109000,94000,50,93700
AUDUBON,2009,114500,190.4,112000,93000,55.5,92800
AUDUBON,2010,112500,160.3,111000,97000,55.3,96900
AUDUBON,2011,117500,176.6,116200,95400,55.1,94900
AUDUBON,2012,120500,114.8,118000,92500,38.7,92200
AUDUBON,2013,119000,157.1,116500,93800,45,93300
AUDUBON,2014,115000,185.5,112800,97400,55.2,96800
AUDUBON,2015,110000,189.8,108100,99600,57.8,99200
AUDUBON,2016,114000,206.1,112000,91400,62,91000
AUDUBON,2017,106000,211.2,105100,96800,57.2,96300
AUDUBON,2018,111500,180,109500,91600,52.3,90800
AUDUBON,2019,109500,216,108200,94000,58.9,93200
BENTON,1968,156700,103.8,150000,146000,38.8,69900
BENTON,1969,157000,103,146000,139400,37.4,72000
BENTON,1970,154200,94.4,146000,132800,37.7,76800
BENTON,1971,174200,107.8,165700,126200,35.6,75400
BENTON,1972,160000,118.8,152100,119600,38,84100
BENTON,1973,166600,103.1,157300,113000,36,112000
BENTON,1974,186200,98.9,173500,106400,34.4,106100
BENTON,1975,185600,92.2,173500,97600,35.7,97300
BENTON,1976,189000,92.3,176600,93300,31.9,93300
BENTON,1977,187300,83.6,172100,100100,35.1,99500
BENTON,1978,194000,120.5,185000,110300,40.3,110000
BENTON,1979,181000,134.1,173000,115500,41.5,115400
BENTON,1980,187000,105.7,175000,114500,41.3,114400
BENTON,1981,187000,126.1,180700,117000,42.4,116900
BENTON,1982,187000,125.1,181300,129000,39.7,128500
BENTON,1983,129000,90.8,122100,127000,38.6,127000
BENTON,1984,196000,121.2,190000,126000,34.2,125600
BENTON,1985,202000,113.1,198300,127000,38.2,126300
BENTON,1986,180000,134.3,177000,130000,43.9,129300
BENTON,1987,156000,138,152500,123000,47.8,122400
BENTON,1988,165000,57.4,156000,131000,24.2,130300
BENTON,1989,180000,107.3,175400,132000,40.3,131800
BENTON,1990,180000,120.5,175200,128000,45.4,126000
BENTON,1991,183000,93.2,179200,134000,44.6,133500
BENTON,1992,185000,140.9,180900,135000,44.3,134600
BENTON,1993,174000,84.8,165900,140000,35.8,139000
BENTON,1994,186000,143.7,181400,141000,51.5,140600
BENTON,1995,182000,117.8,175900,145000,44.7,144300
BENTON,1996,189000,135.8,184700,154000,46.4,153600
BENTON,1997,173600,146.2,171000,160100,50.5,158700
BENTON,1998,177800,152.1,176000,158400,53.7,157900
BENTON,1999,175000,152.4,173000,167000,47.1,166900
BENTON,2000,178000,148.7,175200,166000,43.7,165700
BENTON,2001,174000,160.2,171200,169000,50.6,168100
BENTON,2002,176000,177.8,171000,164000,50.4,163700
BENTON,2003,179000,168,173500,165000,29.6,164400
BENTON,2004,183000,171.8,179000,161000,50.1,160300
BENTON,2005,185000,170,180500,160000,53.6,159100
BENTON,2006,183000,171.4,179900,161000,52.6,160100
BENTON,2007,206000,180.2,201800,140500,54.5,140400
BENTON,2008,195500,179,187500,154500,51,153800
BENTON,2009,197500,184.7,192500,152500,53,151800
BENTON,2010,197500,179,193500,151500,52.7,151100
BENTON,2011,209000,157.2,205500,143000,57.3,142300
BENTON,2012,203500,129.3,198100,148000,47.5,147600
BENTON,2013,196000,163.7,189700,153000,46.6,152200
BENTON,2014,194500,185.4,192700,161000,52.7,160300
BENTON,2015,194000,187.5,190100,160500,56.5,159900
BENTON,2016,206000,199.9,202000,154000,61.1,149000
BENTON,2017,194000,215.3,190400,159500,57.6,158600
BENTON,2018,191500,214.6,184900,154000,61,152500
BENTON,2019,195000,197.6,187800,149000,57.9,147900
BLACK HAWK,1968,115800,100.6,109000,88800,32.3,57700
BLACK HAWK,1969,116000,91,100000,88700,30.4,58000
BLACK HAWK,1970,117900,95.3,110600,88600,32.5,61900
BLACK HAWK,1971,133800,100.9,127100,88500,30.5,57600
BLACK HAWK,1972,122100,114.9,114800,88400,36,68200
BLACK HAWK,1973,127700,105.2,120500,88300,34,87900
BLACK HAWK,1974,147400,97,138100,88200,31.9,87300
BLACK HAWK,1975,151100,95.7,143100,82100,33.9,81900
BLACK HAWK,1976,150100,92.1,141700,68400,30.7,68200
BLACK HAWK,1977,150500,109.8,143000,79900,35.5,79700
BLACK HAWK,1978,152000,118.5,146000,85300,38,85000
BLACK HAWK,1979,152000,137.7,146000,95600,38.5,95100
BLACK HAWK,1980,156000,117.8,152000,94600,41.8,94500
BLACK HAWK,1981,156000,132.5,152600,88800,41.7,88500
BLACK HAWK,1982,146000,128.2,142400,95100,37.8,94800
BLACK HAWK,1983,110000,111,105300,86100,39.7,85600
BLACK HAWK,1984,164000,106.5,161300,90000,31.1,89500
BLACK HAWK,1985,166000,130.3,163200,90900,39.3,90400
BLACK HAWK,1986,147000,144.9,144500,91400,45.3,89800
BLACK HAWK,1987,122000,143,120300,91400,48.5,91000
BLACK HAWK,1988,131000,74.1,129700,85600,27.4,85100
BLACK HAWK,1989,151000,92.9,148800,89000,35.4,88800
BLACK HAWK,1990,152000,125,149700,85300,45.3,84200
BLACK HAWK,1991,145000,111.2,143300,99300,41.7,98800
BLACK HAWK,1992,155000,156.3,153800,91000,46.6,90800
BLACK HAWK,1993,144000,73.6,137400,97000,34.3,95900
BLACK HAWK,1994,152000,152,149400,102000,52.9,101600
BLACK HAWK,1995,150000,129.7,147700,103000,50.6,102400
BLACK HAWK,1996,153000,134,151700,115000,45.5,114800
BLACK HAWK,1997,137900,138.5,135500,113500,48.2,112400
BLACK HAWK,1998,146900,146.7,144500,114900,52.5,114400
BLACK HAWK,1999,139000,152.4,136700,119000,50.7,118800
BLACK HAWK,2000,140000,144,137700,117000,45.9,116600
BLACK HAWK,2001,135000,162.7,132600,120000,46.1,118700
BLACK HAWK,2002,135000,176.7,133000,116000,51.4,115400
BLACK HAWK,2003,139000,151.3,136500,114000,24.7,113500
BLACK HAWK,2004,140000,178.1,138000,112000,50.6,111500
BLACK HAWK,2005,146000,180.7,144000,108500,54.4,107800
BLACK HAWK,2006,140500,185.5,139400,110500,53.4,109700
BLACK HAWK,2007,160000,176.7,158500,90500,52.8,90400
BLACK HAWK,2008,143500,165,139000,106000,50,105500
BLACK HAWK,2009,151500,173.2,148500,98000,47.5,97400
BLACK HAWK,2010,147000,170.4,144000,102500,52.2,102000
BLACK HAWK,2011,157000,186.1,155800,93000,55.7,92400
BLACK HAWK,2012,155500,126.4,152500,94000,44.5,93500
BLACK HAWK,2013,147500,166.1,140800,95500,47.2,94900
BLACK HAWK,2014,148500,165.2,145200,96600,49.2,95700
BLACK HAWK,2015,145500,192.9,143400,99300,56,98900
BLACK HAWK,2016,154000,206.4,152100,90200,61.8,89300
BLACK HAWK,2017,143500,209.2,142200,94200,59.5,93600
BLACK HAWK,2018,146500,206.2,142500,93400,58.4,92500
BLACK HAWK,2019,147000,205.1,145100,89600,51.9,88700
BOONE,1968,117500,107.7,115000,125800,33.8,87100
BOONE,1969,120000,106,113000,123300,32.1,86000
BOONE,1970,122600,102.3,119600,120800,36.7,89300
BOONE,1971,136900,107.4,133800,118300,33.3,88100
BOONE,1972,129100,134.7,126000,115800,40,90500
BOONE,1973,136700,120.6,134300,113300,37,113000
BOONE,1974,152900,99.9,147600,110800,30.3,110300
BOONE,1975,157600,103.4,154000,111300,35.9,110900
BOONE,1976,161500,102.1,158100,104500,31.6,104300
BOONE,1977,167800,33.6,153900,108700,24,108500
BOONE,1978,155000,120.9,151000,110300,42.5,110000
BOONE,1979,156000,141.8,153000,119200,40.3,119000
BOONE,1980,156000,118.8,154000,120400,43.1,120100
BOONE,1981,154000,121.8,151500,122000,42,121300
BOONE,1982,151000,128.7,148300,120000,39.5,119600
BOONE,1983,89000,111.4,87400,120000,41.8,119900
BOONE,1984,130000,120.8,127100,122000,35,121700
BOONE,1985,136000,125.2,134400,117000,39.9,116500
BOONE,1986,122000,144.9,120700,116000,42.3,114800
BOONE,1987,110000,142.9,108200,117000,46.5,116600
BOONE,1988,121000,86.8,119000,116000,24,115600
BOONE,1989,137000,130.5,135400,117000,41.5,116900
BOONE,1990,140000,118.8,133800,115000,40.3,112400
BOONE,1991,134000,123.4,132500,122000,41.7,121000
BOONE,1992,142000,163.8,140700,119000,46.1,118700
BOONE,1993,132000,84,123200,124000,32.6,115600
BOONE,1994,145000,165.3,144300,124000,52,123800
BOONE,1995,137000,149.9,135800,125000,50.1,124800
BOONE,1996,147000,148.9,146700,127000,46.3,126700
BOONE,1997,145500,149.5,144400,144600,45,143400
BOONE,1998,150500,146.6,149600,135700,47,135300
BOONE,1999,139000,155.6,138100,134000,42.9,133500
BOONE,2000,141000,154.5,139900,132000,40.2,131900
BOONE,2001,139000,154,137500,134000,40.1,133200
BOONE,2002,143000,171,141500,124000,47.7,123800
BOONE,2003,144000,170.4,142000,125000,34.8,124300
BOONE,2004,148500,192.2,148000,120000,52,119600
BOONE,2005,145000,192.4,144000,120500,56.3,119900
BOONE,2006,150000,172.7,149700,116000,50,115600
BOONE,2007,168000,182.2,166900,98000,54.2,97800
BOONE,2008,163500,166,158500,103000,44,102000
BOONE,2009,164500,183.4,164000,105000,52,104700
BOONE,2010,167000,162.5,166000,103000,46.6,102600
BOONE,2011,169500,182.5,167900,101000,51.2,100300
BOONE,2012,178500,147.1,175600,91700,45.7,91300
BOONE,2013,162000,154.2,158500,101000,42,100200
BOONE,2014,165000,180.9,164000,102000,50.2,101300
BOONE,2015,164000,192.3,161100,102500,53.7,102100
BOONE,2016,168000,208.4,165600,96500,60.2,96200
BOONE,2017,158500,192.4,157400,107500,56.7,106900
BOONE,2018,154500,193.7,152400,111000,54.6,109900
BOONE,2019,163500,194.8,161700,101500,53.2,100800
BREMER,1968,87400,96.8,82000,79900,31.2,37900
BREMER,1969,84000,92,73000,76600,29.1,40000
BREMER,1970,86700,95.5,80500,73300,33.2,42000
BREMER,1971,99700,97.6,93600,70000,31,42100
BREMER,1972,92400,111.8,85800,66700,31.9,47000
BREMER,1973,98700,103.1,92200,63400,33,63100
BREMER,1974,111200,95.3,103000,60100,29,59400
BREMER,1975,116300,90,107200,57300,31.8,57000
BREMER,1976,123900,88.9,114400,51200,30.9,51000
BREMER,1977,114000,116,108400,63900,37.4,63800
BREMER,1978,115000,122,109000,64200,37,64000
BREMER,1979,115000,130.9,110000,74000,35.1,73800
BREMER,1980,122000,123.1,117000,75400,36.3,75300
BREMER,1981,132000,135,127600,65100,34.2,63800
BREMER,1982,120000,124.5,115500,60000,35.3,59800
BREMER,1983,73000,113.6,69700,57400,38.2,57100
BREMER,1984,118000,115.2,116300,56300,31,56200
BREMER,1985,123000,137.7,119500,56000,39.2,55500
BREMER,1986,111000,142.5,107900,61100,43.2,60900
BREMER,1987,92000,137.6,89400,55200,45.3,55000
BREMER,1988,101000,70.5,93200,54800,26,54200
BREMER,1989,121000,99.3,113500,54900,34.2,54600
BREMER,1990,119000,133.6,115200,53200,46.9,52500
BREMER,1991,117000,130.9,113000,62600,42.6,61900
BREMER,1992,126000,155.8,123100,60000,46.7,59900
BREMER,1993,117000,79.7,109500,66000,32.9,65200
BREMER,1994,122000,151,119000,70000,51.6,69800
BREMER,1995,121000,129.2,119100,70000,50.9,69800
BREMER,1996,125000,141.4,122600,80000,43.3,79900
BREMER,1997,111800,145.6,108800,85500,48.6,84500
BREMER,1998,112500,157.9,109800,86200,53.7,85800
BREMER,1999,112000,162.6,107800,89000,52,88100
BREMER,2000,113000,151.3,108600,91000,52.8,90800
BREMER,2001,108000,161,103800,95000,44.6,94500
BREMER,2002,116000,184.1,113000,89000,52.5,88800
BREMER,2003,115000,152.7,112000,89000,23.7,88600
BREMER,2004,117500,184.5,114500,85000,49.7,84600
BREMER,2005,119000,193,116000,84500,58.8,84100
BREMER,2006,117000,183.1,114900,84500,52.1,84100
BREMER,2007,135500,181.4,133000,66000,54.1,65900
BREMER,2008,125500,161,120500,76500,45,76100
BREMER,2009,122000,188.9,118500,76000,51,74500
BREMER,2010,124500,174.6,121000,73500,52.7,73200
BREMER,2011,130000,196.5,126900,68600,56,68100
BREMER,2012,132500,133.3,128400,66200,46.7,65900
BREMER,2013,126500,175.1,123000,68900,49.9,68600
BREMER,2014,124500,159,121800,74800,48.2,74400
BREMER,2015,123000,203.1,119700,75400,59.4,75100
BREMER,2016,129000,210.6,127000,68600,62.1,67100
BREMER,2017,120000,212.7,117000,75200,56.8,74700
BREMER,2018,124000,212.4,119900,68300,57.3,67400
BREMER,2019,127500,212.5,125400,63000,52.5,62600
BUCHANAN,1968,119700,96.3,115000,131600,29.7,47300
BUCHANAN,1969,117000,96,104000,123000,29.8,55000
BUCHANAN,1970,115600,95.6,110300,114400,32.8,54700
BUCHANAN,1971,134900,100.2,129900,105800,28.9,54200
BUCHANAN,1972,124400,115.8,119200,97200,34,64500
BUCHANAN,1973,132900,103.1,126700,88600,32,88100
BUCHANAN,1974,150000,97.9,141800,80000,30.8,79100
BUCHANAN,1975,161300,100.6,153400,76500,32.8,76400
BUCHANAN,1976,177400,99.7,169100,62100,32.1,61800
BUCHANAN,1977,171500,108.4,164800,73300,37.2,73100
